cluster_id	group
8	mua
9	good
19	good
20	mua
21	noise
22	mua
23	mua
24	noise
45	noise
56	mua
57	mua
58	mua
59	noise
65	good
66	noise
81	noise
82	mua
83	good
86	mua
87	good
92	mua
93	good
94	mua
99	good
103	good
105	good
106	good
118	good
119	mua
120	mua
122	mua
123	good
