cluster_id	group
0	mua
1	mua
2	noise
3	mua
5	good
7	mua
8	mua
9	good
11	mua
13	mua
14	mua
18	mua
21	mua
23	noise
24	mua
27	noise
33	good
35	mua
40	good
41	mua
42	good
43	noise
48	noise
51	mua
52	mua
53	mua
55	noise
56	good
57	noise
65	noise
66	mua
67	mua
72	mua
