cluster_id	group
0	good
1	mua
2	mua
3	mua
4	good
5	good
6	good
9	mua
10	mua
15	good
16	good
17	noise
18	noise
19	mua
20	good
21	mua
22	mua
24	mua
30	good
35	mua
39	good
40	mua
41	mua
42	mua
73	good
76	noise
77	good
78	good
85	good
93	noise
94	mua
106	good
125	mua
126	mua
127	good
130	mua
133	mua
138	mua
139	mua
140	mua
145	good
146	noise
149	mua
150	mua
151	mua
154	noise
155	mua
