cluster_id	group
11	good
12	mua
28	good
44	good
45	mua
46	mua
47	mua
54	mua
55	mua
56	mua
57	noise
60	noise
61	noise
62	noise
65	mua
66	mua
67	mua
68	noise
69	mua
70	noise
72	noise
75	good
76	noise
81	mua
82	noise
106	mua
121	mua
122	mua
132	good
134	good
135	mua
137	good
146	good
152	mua
179	mua
186	good
187	good
200	mua
201	mua
202	mua
204	good
205	noise
212	mua
218	mua
222	mua
227	mua
228	mua
230	mua
231	mua
238	mua
241	good
242	good
244	mua
245	good
