original unit id,Wilcoxon Stat,p value,event1 vs event2,Recording,Subject,Event,Source
15,,,not significant,20230622_110832_standard_comp_to_both_rewarded_D1_subj_1-2_t3b3L_box1_merged.rec,1.2,10s lose vs 10s baseline,lose
102,,,not significant,20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-2_t1b2L_box1_merged.rec,1.2,10s lose vs 10s baseline,lose
110,,,not significant,20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-2_t1b2L_box1_merged.rec,1.2,10s lose vs 10s baseline,lose
37,,,not significant,20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-2_t1b2L_box1_merged.rec,1.2,10s lose vs 10s baseline,lose
3,,,not significant,20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-2_t1b2L_box1_merged.rec,1.2,10s lose vs 10s baseline,lose
25,,,not significant,20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-2_t1b2L_box1_merged.rec,1.2,10s lose vs 10s baseline,lose
49,,,not significant,20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-2_t1b2L_box1_merged.rec,1.2,10s lose vs 10s baseline,lose
5,,,not significant,20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-2_t1b2L_box1_merged.rec,1.2,10s lose vs 10s baseline,lose
17,,,not significant,20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-2_t1b2L_box1_merged.rec,1.2,10s lose vs 10s baseline,lose
40,,,not significant,20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-2_t1b2L_box1_merged.rec,1.2,10s lose vs 10s baseline,lose
128,,,not significant,20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-2_t1b2L_box1_merged.rec,1.2,10s lose vs 10s baseline,lose
134,,,not significant,20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-2_t1b2L_box1_merged.rec,1.2,10s lose vs 10s baseline,lose
22,,,not significant,20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-2_t1b2L_box1_merged.rec,1.2,10s lose vs 10s baseline,lose
39,,,not significant,20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-2_t1b2L_box1_merged.rec,1.2,10s lose vs 10s baseline,lose
50,,,not significant,20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-2_t1b2L_box1_merged.rec,1.2,10s lose vs 10s baseline,lose
41,,,not significant,20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-2_t1b2L_box1_merged.rec,1.2,10s lose vs 10s baseline,lose
15,,,not significant,20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-2_t1b2L_box1_merged.rec,1.2,10s lose vs 10s baseline,lose
132,,,not significant,20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-2_t1b2L_box1_merged.rec,1.2,10s lose vs 10s baseline,lose
35,,,not significant,20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-2_t1b2L_box1_merged.rec,1.2,10s lose vs 10s baseline,lose
27,,,not significant,20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-2_t1b2L_box1_merged.rec,1.2,10s lose vs 10s baseline,lose
38,,,not significant,20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-2_t1b2L_box1_merged.rec,1.2,10s lose vs 10s baseline,lose
48,,,not significant,20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-2_t1b2L_box1_merged.rec,1.2,10s lose vs 10s baseline,lose
2,,,not significant,20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-2_t1b2L_box1_merged.rec,1.2,10s lose vs 10s baseline,lose
113,,,not significant,20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-2_t1b2L_box1_merged.rec,1.2,10s lose vs 10s baseline,lose
63,,,not significant,20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-2_t1b2L_box1_merged.rec,1.2,10s lose vs 10s baseline,lose
0,,,not significant,20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-2_t1b2L_box1_merged.rec,1.2,10s lose vs 10s baseline,lose
103,,,not significant,20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-2_t1b2L_box1_merged.rec,1.2,10s lose vs 10s baseline,lose
42,,,not significant,20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-2_t1b2L_box1_merged.rec,1.2,10s lose vs 10s baseline,lose
36,,,not significant,20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-2_t1b2L_box1_merged.rec,1.2,10s lose vs 10s baseline,lose
44,,,not significant,20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-2_t1b2L_box1_merged.rec,1.2,10s lose vs 10s baseline,lose
43,,,not significant,20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-2_t1b2L_box1_merged.rec,1.2,10s lose vs 10s baseline,lose
10,,,not significant,20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-2_t1b2L_box1_merged.rec,1.2,10s lose vs 10s baseline,lose
33,,,not significant,20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-2_t1b2L_box1_merged.rec,1.2,10s lose vs 10s baseline,lose
11,,,not significant,20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-2_t1b2L_box1_merged.rec,1.2,10s lose vs 10s baseline,lose
12,,,not significant,20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-2_t1b2L_box1_merged.rec,1.2,10s lose vs 10s baseline,lose
5,81.0,0.37026127045291435,not significant,20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-4_t3b3L_box1_merged.rec,1.4,10s lose vs 10s baseline,lose
91,101.0,0.8812927086539598,not significant,20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-4_t3b3L_box1_merged.rec,1.4,10s lose vs 10s baseline,lose
41,50.0,0.20961108740795276,not significant,20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-4_t3b3L_box1_merged.rec,1.4,10s lose vs 10s baseline,lose
25,5.0,0.0001890120699314349,increases,20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-4_t3b3L_box1_merged.rec,1.4,10s lose vs 10s baseline,lose
80,46.0,0.027621013367531002,increases,20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-4_t3b3L_box1_merged.rec,1.4,10s lose vs 10s baseline,lose
73,16.5,0.004501685369001637,increases,20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-4_t3b3L_box1_merged.rec,1.4,10s lose vs 10s baseline,lose
62,53.5,0.2758485988385041,not significant,20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-4_t3b3L_box1_merged.rec,1.4,10s lose vs 10s baseline,lose
17,26.0,0.009562906117832044,increases,20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-4_t3b3L_box1_merged.rec,1.4,10s lose vs 10s baseline,lose
19,78.0,0.49350729144997485,not significant,20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-4_t3b3L_box1_merged.rec,1.4,10s lose vs 10s baseline,lose
70,59.5,0.15303679136496792,not significant,20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-4_t3b3L_box1_merged.rec,1.4,10s lose vs 10s baseline,lose
10,68.5,0.28618603495802,not significant,20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-4_t3b3L_box1_merged.rec,1.4,10s lose vs 10s baseline,lose
35,81.0,0.5731689736636651,not significant,20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-4_t3b3L_box1_merged.rec,1.4,10s lose vs 10s baseline,lose
0,71.0,0.3340402120327719,not significant,20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-4_t3b3L_box1_merged.rec,1.4,10s lose vs 10s baseline,lose
20,103.0,0.9404550942366825,not significant,20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-4_t3b3L_box1_merged.rec,1.4,10s lose vs 10s baseline,lose
84,87.5,0.5133286597506505,not significant,20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-4_t3b3L_box1_merged.rec,1.4,10s lose vs 10s baseline,lose
61,90.5,0.856282687653342,not significant,20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-4_t3b3L_box1_merged.rec,1.4,10s lose vs 10s baseline,lose
72,4.0,0.0003831008726285678,increases,20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-4_t3b3L_box1_merged.rec,1.4,10s lose vs 10s baseline,lose
52,94.0,0.6812698457572635,not significant,20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-4_t3b3L_box1_merged.rec,1.4,10s lose vs 10s baseline,lose
54,74.5,0.6316576519666053,not significant,20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-4_t3b3L_box1_merged.rec,1.4,10s lose vs 10s baseline,lose
27,1.0,0.14412703481601533,not significant,20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-1_t1b2L_box1_merged.rec,1.1,10s lose vs 10s baseline,lose
53,1.0,0.14412703481601533,not significant,20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-1_t1b2L_box1_merged.rec,1.1,10s lose vs 10s baseline,lose
81,1.0,0.14077277337135014,not significant,20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-1_t1b2L_box1_merged.rec,1.1,10s lose vs 10s baseline,lose
52,3.0,0.4652088184521418,not significant,20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-1_t1b2L_box1_merged.rec,1.1,10s lose vs 10s baseline,lose
0,0.0,0.06788915486182899,not significant,20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-1_t1b2L_box1_merged.rec,1.1,10s lose vs 10s baseline,lose
69,4.0,0.7150006546880893,not significant,20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-1_t1b2L_box1_merged.rec,1.1,10s lose vs 10s baseline,lose
67,4.0,0.7150006546880893,not significant,20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-1_t1b2L_box1_merged.rec,1.1,10s lose vs 10s baseline,lose
74,2.0,0.5929800980174267,not significant,20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-1_t1b2L_box1_merged.rec,1.1,10s lose vs 10s baseline,lose
25,0.0,0.06788915486182899,not significant,20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-1_t1b2L_box1_merged.rec,1.1,10s lose vs 10s baseline,lose
7,0.0,0.06788915486182899,not significant,20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-1_t1b2L_box1_merged.rec,1.1,10s lose vs 10s baseline,lose
13,2.0,0.27332167829229814,not significant,20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-1_t1b2L_box1_merged.rec,1.1,10s lose vs 10s baseline,lose
79,0.0,0.06788915486182899,not significant,20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-1_t1b2L_box1_merged.rec,1.1,10s lose vs 10s baseline,lose
60,4.0,0.7150006546880893,not significant,20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-1_t1b2L_box1_merged.rec,1.1,10s lose vs 10s baseline,lose
68,0.0,0.06788915486182899,not significant,20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-1_t1b2L_box1_merged.rec,1.1,10s lose vs 10s baseline,lose
3,3.0,0.4614509878333607,not significant,20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-1_t1b2L_box1_merged.rec,1.1,10s lose vs 10s baseline,lose
32,4.0,0.7150006546880893,not significant,20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-1_t1b2L_box1_merged.rec,1.1,10s lose vs 10s baseline,lose
62,4.0,0.7150006546880893,not significant,20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-1_t1b2L_box1_merged.rec,1.1,10s lose vs 10s baseline,lose
78,0.0,0.06559969214707187,not significant,20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-1_t1b2L_box1_merged.rec,1.1,10s lose vs 10s baseline,lose
35,1.0,0.28504940740261275,not significant,20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-1_t1b2L_box1_merged.rec,1.1,10s lose vs 10s baseline,lose
64,3.0,0.4652088184521418,not significant,20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-1_t1b2L_box1_merged.rec,1.1,10s lose vs 10s baseline,lose
52,18.0,0.009725523541639646,increases,20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-4_t3b3L_box1_merged.rec,1.4,10s lose vs 10s baseline,lose
60,18.0,0.017058718531494516,increases,20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-4_t3b3L_box1_merged.rec,1.4,10s lose vs 10s baseline,lose
77,48.0,0.3008925710547009,not significant,20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-4_t3b3L_box1_merged.rec,1.4,10s lose vs 10s baseline,lose
105,42.0,0.17873740941968186,not significant,20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-4_t3b3L_box1_merged.rec,1.4,10s lose vs 10s baseline,lose
9,63.0,0.7959872153886274,not significant,20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-4_t3b3L_box1_merged.rec,1.4,10s lose vs 10s baseline,lose
0,58.0,0.6047930082479747,not significant,20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-4_t3b3L_box1_merged.rec,1.4,10s lose vs 10s baseline,lose
99,28.0,0.038607051842430073,increases,20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-4_t3b3L_box1_merged.rec,1.4,10s lose vs 10s baseline,lose
53,59.0,0.6416044302221346,not significant,20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-4_t3b3L_box1_merged.rec,1.4,10s lose vs 10s baseline,lose
85,52.0,0.6495629244115453,not significant,20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-4_t3b3L_box1_merged.rec,1.4,10s lose vs 10s baseline,lose
16,48.0,0.3010541816225988,not significant,20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-4_t3b3L_box1_merged.rec,1.4,10s lose vs 10s baseline,lose
39,48.5,0.3132195064700367,not significant,20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-4_t3b3L_box1_merged.rec,1.4,10s lose vs 10s baseline,lose
17,47.0,0.2773696133737247,not significant,20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-4_t3b3L_box1_merged.rec,1.4,10s lose vs 10s baseline,lose
15,51.5,0.6291916508585248,not significant,20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-4_t3b3L_box1_merged.rec,1.4,10s lose vs 10s baseline,lose
27,43.0,0.3341793830599732,not significant,20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-4_t3b3L_box1_merged.rec,1.4,10s lose vs 10s baseline,lose
11,5.0,0.0028510905621021063,increases,20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-4_t3b3L_box1_merged.rec,1.4,10s lose vs 10s baseline,lose
9,,,not significant,20230622_110832_standard_comp_to_both_rewarded_D1_subj_1-1_t1b3L_box1_merged.rec,1.1,10s rewarded vs 10s baseline,rewarded
24,,,not significant,20230622_110832_standard_comp_to_both_rewarded_D1_subj_1-1_t1b3L_box1_merged.rec,1.1,10s rewarded vs 10s baseline,rewarded
76,,,not significant,20230622_110832_standard_comp_to_both_rewarded_D1_subj_1-1_t1b3L_box1_merged.rec,1.1,10s rewarded vs 10s baseline,rewarded
10,,,not significant,20230622_110832_standard_comp_to_both_rewarded_D1_subj_1-1_t1b3L_box1_merged.rec,1.1,10s rewarded vs 10s baseline,rewarded
94,,,not significant,20230622_110832_standard_comp_to_both_rewarded_D1_subj_1-1_t1b3L_box1_merged.rec,1.1,10s rewarded vs 10s baseline,rewarded
87,,,not significant,20230622_110832_standard_comp_to_both_rewarded_D1_subj_1-1_t1b3L_box1_merged.rec,1.1,10s rewarded vs 10s baseline,rewarded
1,,,not significant,20230622_110832_standard_comp_to_both_rewarded_D1_subj_1-1_t1b3L_box1_merged.rec,1.1,10s rewarded vs 10s baseline,rewarded
15,,,not significant,20230622_110832_standard_comp_to_both_rewarded_D1_subj_1-1_t1b3L_box1_merged.rec,1.1,10s rewarded vs 10s baseline,rewarded
97,,,not significant,20230622_110832_standard_comp_to_both_rewarded_D1_subj_1-1_t1b3L_box1_merged.rec,1.1,10s rewarded vs 10s baseline,rewarded
39,,,not significant,20230622_110832_standard_comp_to_both_rewarded_D1_subj_1-1_t1b3L_box1_merged.rec,1.1,10s rewarded vs 10s baseline,rewarded
2,,,not significant,20230622_110832_standard_comp_to_both_rewarded_D1_subj_1-1_t1b3L_box1_merged.rec,1.1,10s rewarded vs 10s baseline,rewarded
11,,,not significant,20230622_110832_standard_comp_to_both_rewarded_D1_subj_1-1_t1b3L_box1_merged.rec,1.1,10s rewarded vs 10s baseline,rewarded
77,,,not significant,20230622_110832_standard_comp_to_both_rewarded_D1_subj_1-1_t1b3L_box1_merged.rec,1.1,10s rewarded vs 10s baseline,rewarded
21,,,not significant,20230622_110832_standard_comp_to_both_rewarded_D1_subj_1-2_t3b3L_box1_merged.rec,1.2,10s rewarded vs 10s baseline,rewarded
28,,,not significant,20230622_110832_standard_comp_to_both_rewarded_D1_subj_1-2_t3b3L_box1_merged.rec,1.2,10s rewarded vs 10s baseline,rewarded
53,,,not significant,20230622_110832_standard_comp_to_both_rewarded_D1_subj_1-2_t3b3L_box1_merged.rec,1.2,10s rewarded vs 10s baseline,rewarded
46,,,not significant,20230622_110832_standard_comp_to_both_rewarded_D1_subj_1-2_t3b3L_box1_merged.rec,1.2,10s rewarded vs 10s baseline,rewarded
45,,,not significant,20230622_110832_standard_comp_to_both_rewarded_D1_subj_1-2_t3b3L_box1_merged.rec,1.2,10s rewarded vs 10s baseline,rewarded
33,,,not significant,20230622_110832_standard_comp_to_both_rewarded_D1_subj_1-2_t3b3L_box1_merged.rec,1.2,10s rewarded vs 10s baseline,rewarded
109,,,not significant,20230622_110832_standard_comp_to_both_rewarded_D1_subj_1-2_t3b3L_box1_merged.rec,1.2,10s rewarded vs 10s baseline,rewarded
76,,,not significant,20230622_110832_standard_comp_to_both_rewarded_D1_subj_1-2_t3b3L_box1_merged.rec,1.2,10s rewarded vs 10s baseline,rewarded
39,,,not significant,20230622_110832_standard_comp_to_both_rewarded_D1_subj_1-2_t3b3L_box1_merged.rec,1.2,10s rewarded vs 10s baseline,rewarded
26,,,not significant,20230622_110832_standard_comp_to_both_rewarded_D1_subj_1-2_t3b3L_box1_merged.rec,1.2,10s rewarded vs 10s baseline,rewarded
44,,,not significant,20230622_110832_standard_comp_to_both_rewarded_D1_subj_1-2_t3b3L_box1_merged.rec,1.2,10s rewarded vs 10s baseline,rewarded
22,,,not significant,20230622_110832_standard_comp_to_both_rewarded_D1_subj_1-2_t3b3L_box1_merged.rec,1.2,10s rewarded vs 10s baseline,rewarded
48,,,not significant,20230622_110832_standard_comp_to_both_rewarded_D1_subj_1-2_t3b3L_box1_merged.rec,1.2,10s rewarded vs 10s baseline,rewarded
74,,,not significant,20230622_110832_standard_comp_to_both_rewarded_D1_subj_1-2_t3b3L_box1_merged.rec,1.2,10s rewarded vs 10s baseline,rewarded
37,,,not significant,20230622_110832_standard_comp_to_both_rewarded_D1_subj_1-2_t3b3L_box1_merged.rec,1.2,10s rewarded vs 10s baseline,rewarded
58,,,not significant,20230622_110832_standard_comp_to_both_rewarded_D1_subj_1-2_t3b3L_box1_merged.rec,1.2,10s rewarded vs 10s baseline,rewarded
1,,,not significant,20230622_110832_standard_comp_to_both_rewarded_D1_subj_1-2_t3b3L_box1_merged.rec,1.2,10s rewarded vs 10s baseline,rewarded
23,,,not significant,20230622_110832_standard_comp_to_both_rewarded_D1_subj_1-2_t3b3L_box1_merged.rec,1.2,10s rewarded vs 10s baseline,rewarded
20,,,not significant,20230622_110832_standard_comp_to_both_rewarded_D1_subj_1-2_t3b3L_box1_merged.rec,1.2,10s rewarded vs 10s baseline,rewarded
29,,,not significant,20230622_110832_standard_comp_to_both_rewarded_D1_subj_1-2_t3b3L_box1_merged.rec,1.2,10s rewarded vs 10s baseline,rewarded
115,,,not significant,20230622_110832_standard_comp_to_both_rewarded_D1_subj_1-2_t3b3L_box1_merged.rec,1.2,10s rewarded vs 10s baseline,rewarded
59,,,not significant,20230622_110832_standard_comp_to_both_rewarded_D1_subj_1-2_t3b3L_box1_merged.rec,1.2,10s rewarded vs 10s baseline,rewarded
51,,,not significant,20230622_110832_standard_comp_to_both_rewarded_D1_subj_1-2_t3b3L_box1_merged.rec,1.2,10s rewarded vs 10s baseline,rewarded
55,,,not significant,20230622_110832_standard_comp_to_both_rewarded_D1_subj_1-2_t3b3L_box1_merged.rec,1.2,10s rewarded vs 10s baseline,rewarded
27,,,not significant,20230622_110832_standard_comp_to_both_rewarded_D1_subj_1-2_t3b3L_box1_merged.rec,1.2,10s rewarded vs 10s baseline,rewarded
102,,,not significant,20230622_110832_standard_comp_to_both_rewarded_D1_subj_1-2_t3b3L_box1_merged.rec,1.2,10s rewarded vs 10s baseline,rewarded
78,,,not significant,20230622_110832_standard_comp_to_both_rewarded_D1_subj_1-2_t3b3L_box1_merged.rec,1.2,10s rewarded vs 10s baseline,rewarded
6,,,not significant,20230622_110832_standard_comp_to_both_rewarded_D1_subj_1-2_t3b3L_box1_merged.rec,1.2,10s rewarded vs 10s baseline,rewarded
15,,,not significant,20230622_110832_standard_comp_to_both_rewarded_D1_subj_1-2_t3b3L_box1_merged.rec,1.2,10s rewarded vs 10s baseline,rewarded
102,,,not significant,20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-2_t1b2L_box1_merged.rec,1.2,10s rewarded vs 10s baseline,rewarded
110,,,not significant,20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-2_t1b2L_box1_merged.rec,1.2,10s rewarded vs 10s baseline,rewarded
37,,,not significant,20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-2_t1b2L_box1_merged.rec,1.2,10s rewarded vs 10s baseline,rewarded
3,,,not significant,20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-2_t1b2L_box1_merged.rec,1.2,10s rewarded vs 10s baseline,rewarded
25,,,not significant,20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-2_t1b2L_box1_merged.rec,1.2,10s rewarded vs 10s baseline,rewarded
49,,,not significant,20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-2_t1b2L_box1_merged.rec,1.2,10s rewarded vs 10s baseline,rewarded
5,,,not significant,20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-2_t1b2L_box1_merged.rec,1.2,10s rewarded vs 10s baseline,rewarded
17,,,not significant,20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-2_t1b2L_box1_merged.rec,1.2,10s rewarded vs 10s baseline,rewarded
40,,,not significant,20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-2_t1b2L_box1_merged.rec,1.2,10s rewarded vs 10s baseline,rewarded
128,,,not significant,20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-2_t1b2L_box1_merged.rec,1.2,10s rewarded vs 10s baseline,rewarded
134,,,not significant,20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-2_t1b2L_box1_merged.rec,1.2,10s rewarded vs 10s baseline,rewarded
22,,,not significant,20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-2_t1b2L_box1_merged.rec,1.2,10s rewarded vs 10s baseline,rewarded
39,,,not significant,20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-2_t1b2L_box1_merged.rec,1.2,10s rewarded vs 10s baseline,rewarded
50,,,not significant,20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-2_t1b2L_box1_merged.rec,1.2,10s rewarded vs 10s baseline,rewarded
41,,,not significant,20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-2_t1b2L_box1_merged.rec,1.2,10s rewarded vs 10s baseline,rewarded
15,,,not significant,20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-2_t1b2L_box1_merged.rec,1.2,10s rewarded vs 10s baseline,rewarded
132,,,not significant,20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-2_t1b2L_box1_merged.rec,1.2,10s rewarded vs 10s baseline,rewarded
35,,,not significant,20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-2_t1b2L_box1_merged.rec,1.2,10s rewarded vs 10s baseline,rewarded
27,,,not significant,20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-2_t1b2L_box1_merged.rec,1.2,10s rewarded vs 10s baseline,rewarded
38,,,not significant,20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-2_t1b2L_box1_merged.rec,1.2,10s rewarded vs 10s baseline,rewarded
48,,,not significant,20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-2_t1b2L_box1_merged.rec,1.2,10s rewarded vs 10s baseline,rewarded
2,,,not significant,20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-2_t1b2L_box1_merged.rec,1.2,10s rewarded vs 10s baseline,rewarded
113,,,not significant,20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-2_t1b2L_box1_merged.rec,1.2,10s rewarded vs 10s baseline,rewarded
63,,,not significant,20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-2_t1b2L_box1_merged.rec,1.2,10s rewarded vs 10s baseline,rewarded
0,,,not significant,20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-2_t1b2L_box1_merged.rec,1.2,10s rewarded vs 10s baseline,rewarded
103,,,not significant,20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-2_t1b2L_box1_merged.rec,1.2,10s rewarded vs 10s baseline,rewarded
42,,,not significant,20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-2_t1b2L_box1_merged.rec,1.2,10s rewarded vs 10s baseline,rewarded
36,,,not significant,20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-2_t1b2L_box1_merged.rec,1.2,10s rewarded vs 10s baseline,rewarded
44,,,not significant,20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-2_t1b2L_box1_merged.rec,1.2,10s rewarded vs 10s baseline,rewarded
43,,,not significant,20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-2_t1b2L_box1_merged.rec,1.2,10s rewarded vs 10s baseline,rewarded
10,,,not significant,20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-2_t1b2L_box1_merged.rec,1.2,10s rewarded vs 10s baseline,rewarded
33,,,not significant,20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-2_t1b2L_box1_merged.rec,1.2,10s rewarded vs 10s baseline,rewarded
11,,,not significant,20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-2_t1b2L_box1_merged.rec,1.2,10s rewarded vs 10s baseline,rewarded
12,,,not significant,20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-2_t1b2L_box1_merged.rec,1.2,10s rewarded vs 10s baseline,rewarded
5,,,not significant,20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-4_t3b3L_box1_merged.rec,1.4,10s rewarded vs 10s baseline,rewarded
91,,,not significant,20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-4_t3b3L_box1_merged.rec,1.4,10s rewarded vs 10s baseline,rewarded
41,,,not significant,20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-4_t3b3L_box1_merged.rec,1.4,10s rewarded vs 10s baseline,rewarded
25,,,not significant,20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-4_t3b3L_box1_merged.rec,1.4,10s rewarded vs 10s baseline,rewarded
80,,,not significant,20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-4_t3b3L_box1_merged.rec,1.4,10s rewarded vs 10s baseline,rewarded
73,,,not significant,20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-4_t3b3L_box1_merged.rec,1.4,10s rewarded vs 10s baseline,rewarded
62,,,not significant,20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-4_t3b3L_box1_merged.rec,1.4,10s rewarded vs 10s baseline,rewarded
17,,,not significant,20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-4_t3b3L_box1_merged.rec,1.4,10s rewarded vs 10s baseline,rewarded
