cluster_id	group
0	good
1	mua
2	mua
3	good
4	mua
7	good
11	noise
13	good
14	mua
22	noise
23	noise
24	noise
25	good
26	mua
27	good
28	mua
29	mua
30	mua
31	mua
32	good
35	good
38	noise
39	noise
41	mua
42	mua
46	noise
47	mua
48	mua
49	noise
52	good
53	good
60	good
62	good
64	good
66	noise
67	good
68	good
69	good
70	mua
73	mua
74	good
75	mua
78	good
79	good
80	mua
81	good
99	mua
100	mua
