,original unit id,Wilcoxon Stat,p value,event1 vs event2,Recording,Subject,Event,putative
327,4,3.0,0.078125,not significant,20240323_165815_alone_comp_subj_4-2_t5b5_merged.rec,4-2,10s win vs 10s baseline,pyramidal
328,24,6.0,0.21875,not significant,20240323_165815_alone_comp_subj_4-2_t5b5_merged.rec,4-2,10s win vs 10s baseline,interneuron
329,65,9.5,0.578125,not significant,20230612_101430_standard_comp_to_training_D1_subj_1-3_t3b3L_box2_merged.rec,1-3,10s lose vs 10s baseline,pyramidal
330,17,4.0,0.4375,not significant,20230612_101430_standard_comp_to_training_D1_subj_1-3_t3b3L_box2_merged.rec,1-3,10s lose vs 10s baseline,pyramidal
331,75,9.0,0.46875,not significant,20230612_101430_standard_comp_to_training_D1_subj_1-3_t3b3L_box2_merged.rec,1-3,10s lose vs 10s baseline,pyramidal
332,24,10.0,0.578125,not significant,20230612_101430_standard_comp_to_training_D1_subj_1-3_t3b3L_box2_merged.rec,1-3,10s lose vs 10s baseline,pyramidal
333,58,14.0,1.0,not significant,20230612_101430_standard_comp_to_training_D1_subj_1-3_t3b3L_box2_merged.rec,1-3,10s lose vs 10s baseline,pyramidal
334,10,10.0,1.0,not significant,20230612_101430_standard_comp_to_training_D1_subj_1-3_t3b3L_box2_merged.rec,1-3,10s lose vs 10s baseline,pyramidal
335,54,8.0,0.375,not significant,20230612_101430_standard_comp_to_training_D1_subj_1-3_t3b3L_box2_merged.rec,1-3,10s lose vs 10s baseline,pyramidal
336,51,10.0,0.578125,not significant,20230612_101430_standard_comp_to_training_D1_subj_1-3_t3b3L_box2_merged.rec,1-3,10s lose vs 10s baseline,pyramidal
337,43,10.5,0.6875,not significant,20230612_101430_standard_comp_to_training_D1_subj_1-3_t3b3L_box2_merged.rec,1-3,10s lose vs 10s baseline,pyramidal
338,50,7.0,0.296875,not significant,20230612_101430_standard_comp_to_training_D1_subj_1-3_t3b3L_box2_merged.rec,1-3,10s lose vs 10s baseline,pyramidal
339,33,5.0,0.15625,not significant,20230612_101430_standard_comp_to_training_D1_subj_1-3_t3b3L_box2_merged.rec,1-3,10s lose vs 10s baseline,pyramidal
340,69,12.0,0.8125,not significant,20230612_101430_standard_comp_to_training_D1_subj_1-3_t3b3L_box2_merged.rec,1-3,10s lose vs 10s baseline,pyramidal
341,13,13.0,0.9375,not significant,20230612_101430_standard_comp_to_training_D1_subj_1-3_t3b3L_box2_merged.rec,1-3,10s lose vs 10s baseline,interneuron
342,66,6.0,0.21875,not significant,20230612_101430_standard_comp_to_training_D1_subj_1-3_t3b3L_box2_merged.rec,1-3,10s lose vs 10s baseline,pyramidal
343,60,11.0,0.6875,not significant,20230612_101430_standard_comp_to_training_D1_subj_1-3_t3b3L_box2_merged.rec,1-3,10s lose vs 10s baseline,pyramidal
344,19,9.0,0.46875,not significant,20230612_101430_standard_comp_to_training_D1_subj_1-3_t3b3L_box2_merged.rec,1-3,10s lose vs 10s baseline,pyramidal
345,67,4.0,0.21875,not significant,20230612_101430_standard_comp_to_training_D1_subj_1-3_t3b3L_box2_merged.rec,1-3,10s lose vs 10s baseline,pyramidal
346,5,8.5,0.84375,not significant,20230612_101430_standard_comp_to_training_D1_subj_1-3_t3b3L_box2_merged.rec,1-3,10s lose vs 10s baseline,pyramidal
347,55,13.0,0.9375,not significant,20230612_101430_standard_comp_to_training_D1_subj_1-3_t3b3L_box2_merged.rec,1-3,10s lose vs 10s baseline,pyramidal
348,36,10.0,1.0,not significant,20230612_101430_standard_comp_to_training_D1_subj_1-3_t3b3L_box2_merged.rec,1-3,10s lose vs 10s baseline,pyramidal
349,53,7.5,1.0,not significant,20230612_101430_standard_comp_to_training_D1_subj_1-3_t3b3L_box2_merged.rec,1-3,10s lose vs 10s baseline,pyramidal
350,51,34.5,0.497314453125,not significant,20230612_101430_standard_comp_to_training_D1_subj_1-4_t4b2L_box1_merged.rec,1-4,10s lose vs 10s baseline,pyramidal
351,15,19.0,0.068115234375,not significant,20230612_101430_standard_comp_to_training_D1_subj_1-4_t4b2L_box1_merged.rec,1-4,10s lose vs 10s baseline,pyramidal
352,58,15.0,0.03271484375,increases,20230612_101430_standard_comp_to_training_D1_subj_1-4_t4b2L_box1_merged.rec,1-4,10s lose vs 10s baseline,pyramidal
353,12,28.0,0.243896484375,not significant,20230612_101430_standard_comp_to_training_D1_subj_1-4_t4b2L_box1_merged.rec,1-4,10s lose vs 10s baseline,pyramidal
354,52,23.0,0.2333984375,not significant,20230612_101430_standard_comp_to_training_D1_subj_1-4_t4b2L_box1_merged.rec,1-4,10s lose vs 10s baseline,pyramidal
355,61,26.0,0.19091796875,not significant,20230612_101430_standard_comp_to_training_D1_subj_1-4_t4b2L_box1_merged.rec,1-4,10s lose vs 10s baseline,pyramidal
356,50,10.0,0.578125,not significant,20230612_101430_standard_comp_to_training_D1_subj_1-4_t4b2L_box1_merged.rec,1-4,10s lose vs 10s baseline,pyramidal
357,46,39.5,0.7353515625,not significant,20230612_101430_standard_comp_to_training_D1_subj_1-4_t4b2L_box1_merged.rec,1-4,10s lose vs 10s baseline,pyramidal
358,2,11.0,0.6875,not significant,20230612_112630_standard_comp_to_training_D1_subj_1-2_t2b2L_box1_merged.rec,1-2,10s lose vs 10s baseline,pyramidal
359,210,7.0,0.5625,not significant,20230612_112630_standard_comp_to_training_D1_subj_1-2_t2b2L_box1_merged.rec,1-2,10s lose vs 10s baseline,pyramidal
360,1,11.0,0.6875,not significant,20230612_112630_standard_comp_to_training_D1_subj_1-2_t2b2L_box1_merged.rec,1-2,10s lose vs 10s baseline,pyramidal
361,334,0.0,0.0625,not significant,20230612_112630_standard_comp_to_training_D1_subj_1-2_t2b2L_box1_merged.rec,1-2,10s lose vs 10s baseline,pyramidal
362,126,10.0,0.578125,not significant,20230612_112630_standard_comp_to_training_D1_subj_1-2_t2b2L_box1_merged.rec,1-2,10s lose vs 10s baseline,interneuron
363,273,2.0,0.09375,not significant,20230612_112630_standard_comp_to_training_D1_subj_1-2_t2b2L_box1_merged.rec,1-2,10s lose vs 10s baseline,pyramidal
364,162,10.0,0.578125,not significant,20230612_112630_standard_comp_to_training_D1_subj_1-2_t2b2L_box1_merged.rec,1-2,10s lose vs 10s baseline,pyramidal
365,74,13.0,0.9375,not significant,20230612_112630_standard_comp_to_training_D1_subj_1-2_t2b2L_box1_merged.rec,1-2,10s lose vs 10s baseline,pyramidal
366,283,4.0,0.109375,not significant,20230612_112630_standard_comp_to_training_D1_subj_1-2_t2b2L_box1_merged.rec,1-2,10s lose vs 10s baseline,pyramidal
367,23,0.0,0.03125,decreases,20230612_112630_standard_comp_to_training_D1_subj_1-2_t2b2L_box1_merged.rec,1-2,10s lose vs 10s baseline,pyramidal
368,14,3.0,0.078125,not significant,20230612_112630_standard_comp_to_training_D1_subj_1-2_t2b2L_box1_merged.rec,1-2,10s lose vs 10s baseline,pyramidal
369,351,11.0,0.6875,not significant,20230612_112630_standard_comp_to_training_D1_subj_1-2_t2b2L_box1_merged.rec,1-2,10s lose vs 10s baseline,pyramidal
370,240,9.0,0.46875,not significant,20230612_112630_standard_comp_to_training_D1_subj_1-2_t2b2L_box1_merged.rec,1-2,10s lose vs 10s baseline,pyramidal
371,400,10.0,0.578125,not significant,20230612_112630_standard_comp_to_training_D1_subj_1-2_t2b2L_box1_merged.rec,1-2,10s lose vs 10s baseline,pyramidal
372,337,9.0,0.46875,not significant,20230612_112630_standard_comp_to_training_D1_subj_1-2_t2b2L_box1_merged.rec,1-2,10s lose vs 10s baseline,pyramidal
373,36,10.0,0.578125,not significant,20230612_112630_standard_comp_to_training_D1_subj_1-2_t2b2L_box1_merged.rec,1-2,10s lose vs 10s baseline,pyramidal
374,403,9.0,0.84375,not significant,20230612_112630_standard_comp_to_training_D1_subj_1-2_t2b2L_box1_merged.rec,1-2,10s lose vs 10s baseline,pyramidal
375,70,4.0,0.21875,not significant,20230612_112630_standard_comp_to_training_D1_subj_1-2_t2b2L_box1_merged.rec,1-2,10s lose vs 10s baseline,pyramidal
376,176,8.5,0.46875,not significant,20230612_112630_standard_comp_to_training_D1_subj_1-2_t2b2L_box1_merged.rec,1-2,10s lose vs 10s baseline,pyramidal
377,211,7.0,0.296875,not significant,20230612_112630_standard_comp_to_training_D1_subj_1-2_t2b2L_box1_merged.rec,1-2,10s lose vs 10s baseline,pyramidal
378,0,,,,20230613_105657_standard_comp_to_training_D2_subj_1-1_t1b2L_box1_merged.rec,1-1,10s lose vs 10s baseline,n/a
379,10,68.5,0.312408447265625,not significant,20230613_105657_standard_comp_to_training_D2_subj_1-4_t4b3L_box2_merged.rec,1-4,10s lose vs 10s baseline,interneuron
380,203,40.0,0.025821685791015625,increases,20230613_105657_standard_comp_to_training_D2_subj_1-4_t4b3L_box2_merged.rec,1-4,10s lose vs 10s baseline,pyramidal
381,28,37.5,0.0714111328125,not significant,20230613_105657_standard_comp_to_training_D2_subj_1-4_t4b3L_box2_merged.rec,1-4,10s lose vs 10s baseline,pyramidal
382,197,59.0,0.156402587890625,not significant,20230613_105657_standard_comp_to_training_D2_subj_1-4_t4b3L_box2_merged.rec,1-4,10s lose vs 10s baseline,pyramidal
383,12,90.0,0.8595733642578125,not significant,20230613_105657_standard_comp_to_training_D2_subj_1-4_t4b3L_box2_merged.rec,1-4,10s lose vs 10s baseline,pyramidal
384,52,55.5,0.12318801879882812,not significant,20230613_105657_standard_comp_to_training_D2_subj_1-4_t4b3L_box2_merged.rec,1-4,10s lose vs 10s baseline,pyramidal
385,30,84.5,0.70855712890625,not significant,20230613_105657_standard_comp_to_training_D2_subj_1-4_t4b3L_box2_merged.rec,1-4,10s lose vs 10s baseline,pyramidal
386,7,66.0,0.25792694091796875,not significant,20230613_105657_standard_comp_to_training_D2_subj_1-4_t4b3L_box2_merged.rec,1-4,10s lose vs 10s baseline,pyramidal
387,32,66.0,0.25792694091796875,not significant,20230613_105657_standard_comp_to_training_D2_subj_1-4_t4b3L_box2_merged.rec,1-4,10s lose vs 10s baseline,pyramidal
388,23,41.0,0.17535400390625,not significant,20230613_105657_standard_comp_to_training_D2_subj_1-4_t4b3L_box2_merged.rec,1-4,10s lose vs 10s baseline,pyramidal
389,54,55.0,0.11337661743164062,not significant,20230613_105657_standard_comp_to_training_D2_subj_1-4_t4b3L_box2_merged.rec,1-4,10s lose vs 10s baseline,pyramidal
390,174,56.0,0.12318801879882812,not significant,20230613_105657_standard_comp_to_training_D2_subj_1-4_t4b3L_box2_merged.rec,1-4,10s lose vs 10s baseline,pyramidal
391,53,88.0,0.7982521057128906,not significant,20230613_105657_standard_comp_to_training_D2_subj_1-4_t4b3L_box2_merged.rec,1-4,10s lose vs 10s baseline,pyramidal
392,44,20.0,0.02154541015625,increases,20230613_105657_standard_comp_to_training_D2_subj_1-4_t4b3L_box2_merged.rec,1-4,10s lose vs 10s baseline,pyramidal
393,144,91.0,0.8905677795410156,not significant,20230613_105657_standard_comp_to_training_D2_subj_1-4_t4b3L_box2_merged.rec,1-4,10s lose vs 10s baseline,pyramidal
394,33,73.5,0.4180412292480469,not significant,20230613_105657_standard_comp_to_training_D2_subj_1-4_t4b3L_box2_merged.rec,1-4,10s lose vs 10s baseline,pyramidal
395,34,44.0,0.040130615234375,increases,20230613_105657_standard_comp_to_training_D2_subj_1-4_t4b3L_box2_merged.rec,1-4,10s lose vs 10s baseline,pyramidal
396,24,16.5,0.00157928466796875,increases,20230613_105657_standard_comp_to_training_D2_subj_1-4_t4b3L_box2_merged.rec,1-4,10s lose vs 10s baseline,interneuron
397,207,45.5,0.1593780517578125,not significant,20230613_105657_standard_comp_to_training_D2_subj_1-4_t4b3L_box2_merged.rec,1-4,10s lose vs 10s baseline,pyramidal
398,21,85.0,0.70855712890625,not significant,20230613_105657_standard_comp_to_training_D2_subj_1-4_t4b3L_box2_merged.rec,1-4,10s lose vs 10s baseline,pyramidal
399,145,69.5,0.522613525390625,not significant,20230613_105657_standard_comp_to_training_D2_subj_1-4_t4b3L_box2_merged.rec,1-4,10s lose vs 10s baseline,pyramidal
400,195,82.5,0.6507492065429688,not significant,20230613_105657_standard_comp_to_training_D2_subj_1-4_t4b3L_box2_merged.rec,1-4,10s lose vs 10s baseline,pyramidal
401,6,45.0,0.08142852783203125,not significant,20230613_105657_standard_comp_to_training_D2_subj_1-4_t4b3L_box2_merged.rec,1-4,10s lose vs 10s baseline,pyramidal
402,20,14.0,0.0008392333984375,increases,20230613_105657_standard_comp_to_training_D2_subj_1-4_t4b3L_box2_merged.rec,1-4,10s lose vs 10s baseline,pyramidal
403,9,67.0,0.44229888916015625,not significant,20230613_105657_standard_comp_to_training_D2_subj_1-4_t4b3L_box2_merged.rec,1-4,10s lose vs 10s baseline,pyramidal
404,22,52.0,0.2633209228515625,not significant,20230613_105657_standard_comp_to_training_D2_subj_1-4_t4b3L_box2_merged.rec,1-4,10s lose vs 10s baseline,pyramidal
405,143,78.0,0.5152778625488281,not significant,20230613_105657_standard_comp_to_training_D2_subj_1-4_t4b3L_box2_merged.rec,1-4,10s lose vs 10s baseline,pyramidal
406,183,63.0,0.820892333984375,not significant,20230613_105657_standard_comp_to_training_D2_subj_1-4_t4b3L_box2_merged.rec,1-4,10s lose vs 10s baseline,interneuron
407,26,58.0,0.24620819091796875,not significant,20230613_105657_standard_comp_to_training_D2_subj_1-4_t4b3L_box2_merged.rec,1-4,10s lose vs 10s baseline,pyramidal
408,181,31.5,0.12054443359375,not significant,20230613_105657_standard_comp_to_training_D2_subj_1-4_t4b3L_box2_merged.rec,1-4,10s lose vs 10s baseline,pyramidal
409,107,20.0,0.00141143798828125,increases,20230613_105657_standard_comp_to_training_D2_subj_1-4_t4b3L_box2_merged.rec,1-4,10s lose vs 10s baseline,pyramidal
410,4,11.0,0.0537109375,not significant,20230613_105657_standard_comp_to_training_D2_subj_1-4_t4b3L_box2_merged.rec,1-4,10s lose vs 10s baseline,pyramidal
411,5,8.0,0.6875,not significant,20230614_114041_standard_comp_to_training_D3_subj_1-1_t1b3L_box1_merged.rec,1-1,10s lose vs 10s baseline,interneuron
412,290,4.0,0.21875,not significant,20230614_114041_standard_comp_to_training_D3_subj_1-1_t1b3L_box1_merged.rec,1-1,10s lose vs 10s baseline,pyramidal
413,192,1.0,0.0625,not significant,20230614_114041_standard_comp_to_training_D3_subj_1-1_t1b3L_box1_merged.rec,1-1,10s lose vs 10s baseline,pyramidal
414,172,3.0,0.15625,not significant,20230614_114041_standard_comp_to_training_D3_subj_1-1_t1b3L_box1_merged.rec,1-1,10s lose vs 10s baseline,pyramidal
415,248,1.0,0.0625,not significant,20230614_114041_standard_comp_to_training_D3_subj_1-1_t1b3L_box1_merged.rec,1-1,10s lose vs 10s baseline,pyramidal
416,12,8.0,0.6875,not significant,20230614_114041_standard_comp_to_training_D3_subj_1-1_t1b3L_box1_merged.rec,1-1,10s lose vs 10s baseline,pyramidal
417,295,8.0,0.6875,not significant,20230614_114041_standard_comp_to_training_D3_subj_1-1_t1b3L_box1_merged.rec,1-1,10s lose vs 10s baseline,interneuron
418,44,5.0,0.3125,not significant,20230614_114041_standard_comp_to_training_D3_subj_1-1_t1b3L_box1_merged.rec,1-1,10s lose vs 10s baseline,pyramidal
419,76,10.0,1.0,not significant,20230614_114041_standard_comp_to_training_D3_subj_1-1_t1b3L_box1_merged.rec,1-1,10s lose vs 10s baseline,pyramidal
420,86,4.0,0.21875,not significant,20230614_114041_standard_comp_to_training_D3_subj_1-1_t1b3L_box1_merged.rec,1-1,10s lose vs 10s baseline,pyramidal
421,176,7.0,0.5625,not significant,20230614_114041_standard_comp_to_training_D3_subj_1-1_t1b3L_box1_merged.rec,1-1,10s lose vs 10s baseline,pyramidal
422,229,0.0,0.25,not significant,20230614_114041_standard_comp_to_training_D3_subj_1-1_t1b3L_box1_merged.rec,1-1,10s lose vs 10s baseline,pyramidal
423,75,4.0,0.875,not significant,20230614_114041_standard_comp_to_training_D3_subj_1-1_t1b3L_box1_merged.rec,1-1,10s lose vs 10s baseline,pyramidal
424,0,5.0,0.3125,not significant,20230614_114041_standard_comp_to_training_D3_subj_1-1_t1b3L_box1_merged.rec,1-1,10s lose vs 10s baseline,pyramidal
425,245,1.0,0.125,not significant,20230614_114041_standard_comp_to_training_D3_subj_1-1_t1b3L_box1_merged.rec,1-1,10s lose vs 10s baseline,pyramidal
426,289,10.0,1.0,not significant,20230614_114041_standard_comp_to_training_D3_subj_1-1_t1b3L_box1_merged.rec,1-1,10s lose vs 10s baseline,pyramidal
427,175,7.0,1.0,not significant,20230614_114041_standard_comp_to_training_D3_subj_1-1_t1b3L_box1_merged.rec,1-1,10s lose vs 10s baseline,pyramidal
428,154,6.5,1.0,not significant,20230614_114041_standard_comp_to_training_D3_subj_1-1_t1b3L_box1_merged.rec,1-1,10s lose vs 10s baseline,pyramidal
429,220,1.0,0.125,not significant,20230614_114041_standard_comp_to_training_D3_subj_1-1_t1b3L_box1_merged.rec,1-1,10s lose vs 10s baseline,pyramidal
430,6,6.0,0.4375,not significant,20230614_114041_standard_comp_to_training_D3_subj_1-1_t1b3L_box1_merged.rec,1-1,10s lose vs 10s baseline,pyramidal
431,14,37.5,0.3909912109375,not significant,20230614_114041_standard_comp_to_training_D3_subj_1-2_t2b2L_box2_merged.rec,1-2,10s lose vs 10s baseline,pyramidal
432,126,44.0,0.625732421875,not significant,20230614_114041_standard_comp_to_training_D3_subj_1-2_t2b2L_box2_merged.rec,1-2,10s lose vs 10s baseline,pyramidal
433,369,42.0,0.83935546875,not significant,20230614_114041_standard_comp_to_training_D3_subj_1-2_t2b2L_box2_merged.rec,1-2,10s lose vs 10s baseline,pyramidal
434,18,34.0,0.267578125,not significant,20230614_114041_standard_comp_to_training_D3_subj_1-2_t2b2L_box2_merged.rec,1-2,10s lose vs 10s baseline,pyramidal
435,13,40.0,0.463134765625,not significant,20230614_114041_standard_comp_to_training_D3_subj_1-2_t2b2L_box2_merged.rec,1-2,10s lose vs 10s baseline,pyramidal
436,391,43.0,0.892578125,not significant,20230614_114041_standard_comp_to_training_D3_subj_1-2_t2b2L_box2_merged.rec,1-2,10s lose vs 10s baseline,pyramidal
437,331,37.0,0.3575439453125,not significant,20230614_114041_standard_comp_to_training_D3_subj_1-2_t2b2L_box2_merged.rec,1-2,10s lose vs 10s baseline,pyramidal
438,119,50.5,0.9515380859375,not significant,20230614_114041_standard_comp_to_training_D3_subj_1-2_t2b2L_box2_merged.rec,1-2,10s lose vs 10s baseline,pyramidal
439,12,26.0,0.10400390625,not significant,20230614_114041_standard_comp_to_training_D3_subj_1-2_t2b2L_box2_merged.rec,1-2,10s lose vs 10s baseline,pyramidal
440,373,33.5,0.267578125,not significant,20230614_114041_standard_comp_to_training_D3_subj_1-2_t2b2L_box2_merged.rec,1-2,10s lose vs 10s baseline,pyramidal
441,376,39.5,0.7353515625,not significant,20230614_114041_standard_comp_to_training_D3_subj_1-2_t2b2L_box2_merged.rec,1-2,10s lose vs 10s baseline,pyramidal
442,34,34.5,0.2957763671875,not significant,20230614_114041_standard_comp_to_training_D3_subj_1-2_t2b2L_box2_merged.rec,1-2,10s lose vs 10s baseline,pyramidal
443,88,37.5,0.3909912109375,not significant,20230614_114041_standard_comp_to_training_D3_subj_1-2_t2b2L_box2_merged.rec,1-2,10s lose vs 10s baseline,pyramidal
444,21,20.0,0.080322265625,not significant,20230614_114041_standard_comp_to_training_D3_subj_1-2_t2b2L_box2_merged.rec,1-2,10s lose vs 10s baseline,pyramidal
445,22,46.0,0.71484375,not significant,20230614_114041_standard_comp_to_training_D3_subj_1-2_t2b2L_box2_merged.rec,1-2,10s lose vs 10s baseline,pyramidal
446,298,31.0,0.1937255859375,not significant,20230614_114041_standard_comp_to_training_D3_subj_1-2_t2b2L_box2_merged.rec,1-2,10s lose vs 10s baseline,interneuron
447,251,34.0,0.454833984375,not significant,20230614_114041_standard_comp_to_training_D3_subj_1-2_t2b2L_box2_merged.rec,1-2,10s lose vs 10s baseline,pyramidal
448,285,46.5,0.7608642578125,not significant,20230614_114041_standard_comp_to_training_D3_subj_1-2_t2b2L_box2_merged.rec,1-2,10s lose vs 10s baseline,pyramidal
449,383,28.5,0.2734375,not significant,20230614_114041_standard_comp_to_training_D3_subj_1-2_t2b2L_box2_merged.rec,1-2,10s lose vs 10s baseline,pyramidal
450,175,35.5,0.85009765625,not significant,20230614_114041_standard_comp_to_training_D3_subj_1-2_t2b2L_box2_merged.rec,1-2,10s lose vs 10s baseline,pyramidal
451,390,11.5,0.0341796875,increases,20230614_114041_standard_comp_to_training_D3_subj_1-2_t2b2L_box2_merged.rec,1-2,10s lose vs 10s baseline,pyramidal
452,106,10.0,1.0,not significant,20230616_111904_standard_comp_to_training_D4_subj_1-2_t2b2L_box2_merged.rec,1-2,10s lose vs 10s baseline,pyramidal
453,133,0.0,0.03125,decreases,20230616_111904_standard_comp_to_training_D4_subj_1-2_t2b2L_box2_merged.rec,1-2,10s lose vs 10s baseline,pyramidal
454,120,8.0,0.6875,not significant,20230616_111904_standard_comp_to_training_D4_subj_1-2_t2b2L_box2_merged.rec,1-2,10s lose vs 10s baseline,pyramidal
455,122,5.0,0.3125,not significant,20230616_111904_standard_comp_to_training_D4_subj_1-2_t2b2L_box2_merged.rec,1-2,10s lose vs 10s baseline,pyramidal
456,186,4.0,0.21875,not significant,20230616_111904_standard_comp_to_training_D4_subj_1-2_t2b2L_box2_merged.rec,1-2,10s lose vs 10s baseline,pyramidal
457,128,9.0,0.84375,not significant,20230616_111904_standard_comp_to_training_D4_subj_1-2_t2b2L_box2_merged.rec,1-2,10s lose vs 10s baseline,pyramidal
458,9,9.0,0.84375,not significant,20230616_111904_standard_comp_to_training_D4_subj_1-2_t2b2L_box2_merged.rec,1-2,10s lose vs 10s baseline,pyramidal
459,18,8.0,0.6875,not significant,20230616_111904_standard_comp_to_training_D4_subj_1-2_t2b2L_box2_merged.rec,1-2,10s lose vs 10s baseline,pyramidal
460,180,1.0,0.0625,not significant,20230616_111904_standard_comp_to_training_D4_subj_1-2_t2b2L_box2_merged.rec,1-2,10s lose vs 10s baseline,pyramidal
461,43,3.0,0.15625,not significant,20230616_111904_standard_comp_to_training_D4_subj_1-2_t2b2L_box2_merged.rec,1-2,10s lose vs 10s baseline,pyramidal
462,193,6.0,0.4375,not significant,20230616_111904_standard_comp_to_training_D4_subj_1-2_t2b2L_box2_merged.rec,1-2,10s lose vs 10s baseline,pyramidal
463,68,7.0,0.5625,not significant,20230616_111904_standard_comp_to_training_D4_subj_1-2_t2b2L_box2_merged.rec,1-2,10s lose vs 10s baseline,pyramidal
464,89,2.0,0.375,not significant,20230616_111904_standard_comp_to_training_D4_subj_1-2_t2b2L_box2_merged.rec,1-2,10s lose vs 10s baseline,pyramidal
465,151,7.5,0.6875,not significant,20230616_111904_standard_comp_to_training_D4_subj_1-2_t2b2L_box2_merged.rec,1-2,10s lose vs 10s baseline,interneuron
466,67,6.0,0.4375,not significant,20230616_111904_standard_comp_to_training_D4_subj_1-2_t2b2L_box2_merged.rec,1-2,10s lose vs 10s baseline,pyramidal
467,46,3.0,0.15625,not significant,20230616_111904_standard_comp_to_training_D4_subj_1-2_t2b2L_box2_merged.rec,1-2,10s lose vs 10s baseline,pyramidal
468,13,5.0,0.3125,not significant,20230616_111904_standard_comp_to_training_D4_subj_1-2_t2b2L_box2_merged.rec,1-2,10s lose vs 10s baseline,pyramidal
469,90,7.5,0.6875,not significant,20230616_111904_standard_comp_to_training_D4_subj_1-2_t2b2L_box2_merged.rec,1-2,10s lose vs 10s baseline,pyramidal
470,76,4.0,0.4375,not significant,20230616_111904_standard_comp_to_training_D4_subj_1-2_t2b2L_box2_merged.rec,1-2,10s lose vs 10s baseline,pyramidal
471,53,34.0,0.454833984375,not significant,20230616_111904_standard_comp_to_training_D4_subj_1-4_t4b3L_box1_merged.rec,1-4,10s lose vs 10s baseline,pyramidal
472,63,40.0,0.7353515625,not significant,20230616_111904_standard_comp_to_training_D4_subj_1-4_t4b3L_box1_merged.rec,1-4,10s lose vs 10s baseline,pyramidal
473,64,27.0,0.38037109375,not significant,20230616_111904_standard_comp_to_training_D4_subj_1-4_t4b3L_box1_merged.rec,1-4,10s lose vs 10s baseline,pyramidal
474,61,28.0,0.7001953125,not significant,20230616_111904_standard_comp_to_training_D4_subj_1-4_t4b3L_box1_merged.rec,1-4,10s lose vs 10s baseline,pyramidal
475,0,,,,20230617_115521_standard_comp_to_omission_D1_subj_1-1_t1b3L_box1_merged.rec,1-1,10s lose vs 10s baseline,n/a
476,17,65.5,0.25792694091796875,not significant,20230617_115521_standard_comp_to_omission_D1_subj_1-2_t2b2L_box2_merged.rec,1-2,10s lose vs 10s baseline,pyramidal
477,43,24.5,0.0033416748046875,increases,20230617_115521_standard_comp_to_omission_D1_subj_1-2_t2b2L_box2_merged.rec,1-2,10s lose vs 10s baseline,pyramidal
478,25,39.5,0.088653564453125,not significant,20230617_115521_standard_comp_to_omission_D1_subj_1-2_t2b2L_box2_merged.rec,1-2,10s lose vs 10s baseline,pyramidal
479,35,47.5,0.1083831787109375,not significant,20230617_115521_standard_comp_to_omission_D1_subj_1-2_t2b2L_box2_merged.rec,1-2,10s lose vs 10s baseline,pyramidal
480,16,30.5,0.01593017578125,increases,20230617_115521_standard_comp_to_omission_D1_subj_1-2_t2b2L_box2_merged.rec,1-2,10s lose vs 10s baseline,pyramidal
481,34,64.0,0.22532272338867188,not significant,20230617_115521_standard_comp_to_omission_D1_subj_1-2_t2b2L_box2_merged.rec,1-2,10s lose vs 10s baseline,pyramidal
482,47,91.5,0.9217147827148438,not significant,20230617_115521_standard_comp_to_omission_D1_subj_1-2_t2b2L_box2_merged.rec,1-2,10s lose vs 10s baseline,pyramidal
483,20,57.0,0.22875213623046875,not significant,20230617_115521_standard_comp_to_omission_D1_subj_1-2_t2b2L_box2_merged.rec,1-2,10s lose vs 10s baseline,pyramidal
484,95,91.5,0.9217147827148438,not significant,20230617_115521_standard_comp_to_omission_D1_subj_1-2_t2b2L_box2_merged.rec,1-2,10s lose vs 10s baseline,pyramidal
485,73,77.0,0.48996734619140625,not significant,20230617_115521_standard_comp_to_omission_D1_subj_1-2_t2b2L_box2_merged.rec,1-2,10s lose vs 10s baseline,interneuron
486,57,75.0,0.963226318359375,not significant,20230617_115521_standard_comp_to_omission_D1_subj_1-2_t2b2L_box2_merged.rec,1-2,10s lose vs 10s baseline,pyramidal
487,90,75.5,0.7018814086914062,not significant,20230617_115521_standard_comp_to_omission_D1_subj_1-2_t2b2L_box2_merged.rec,1-2,10s lose vs 10s baseline,pyramidal
488,46,92.5,0.9529838562011719,not significant,20230617_115521_standard_comp_to_omission_D1_subj_1-2_t2b2L_box2_merged.rec,1-2,10s lose vs 10s baseline,pyramidal
489,105,82.0,0.6225624084472656,not significant,20230617_115521_standard_comp_to_omission_D1_subj_1-2_t2b2L_box2_merged.rec,1-2,10s lose vs 10s baseline,pyramidal
490,39,75.0,0.4413337707519531,not significant,20230617_115521_standard_comp_to_omission_D1_subj_1-2_t2b2L_box2_merged.rec,1-2,10s lose vs 10s baseline,pyramidal
491,86,80.0,0.83172607421875,not significant,20230617_115521_standard_comp_to_omission_D1_subj_1-2_t2b2L_box2_merged.rec,1-2,10s lose vs 10s baseline,pyramidal
492,115,81.0,0.5948867797851562,not significant,20230617_115521_standard_comp_to_omission_D1_subj_1-2_t2b2L_box2_merged.rec,1-2,10s lose vs 10s baseline,pyramidal
493,72,84.0,0.9661178588867188,not significant,20230617_115521_standard_comp_to_omission_D1_subj_1-2_t2b2L_box2_merged.rec,1-2,10s lose vs 10s baseline,pyramidal
