,original unit id,Wilcoxon Stat,p value,event1 vs event2,Recording,Subject,Event,putative
494,114,39.0,0.14385986328125,not significant,20230617_115521_standard_comp_to_omission_D1_subj_1-2_t2b2L_box2_merged.rec,1-2,10s lose vs 10s baseline,pyramidal
495,49,69.0,0.49507904052734375,not significant,20230617_115521_standard_comp_to_omission_D1_subj_1-2_t2b2L_box2_merged.rec,1-2,10s lose vs 10s baseline,pyramidal
496,42,49.0,0.06628799438476562,not significant,20230617_115521_standard_comp_to_omission_D1_subj_1-2_t2b2L_box2_merged.rec,1-2,10s lose vs 10s baseline,pyramidal
497,48,66.0,0.4171142578125,not significant,20230617_115521_standard_comp_to_omission_D1_subj_1-2_t2b2L_box2_merged.rec,1-2,10s lose vs 10s baseline,pyramidal
498,110,83.0,0.6507492065429688,not significant,20230617_115521_standard_comp_to_omission_D1_subj_1-2_t2b2L_box2_merged.rec,1-2,10s lose vs 10s baseline,pyramidal
499,52,75.5,0.4653167724609375,not significant,20230617_115521_standard_comp_to_omission_D1_subj_1-2_t2b2L_box2_merged.rec,1-2,10s lose vs 10s baseline,pyramidal
500,40,43.0,0.036067962646484375,increases,20230617_115521_standard_comp_to_omission_D1_subj_1-2_t2b2L_box2_merged.rec,1-2,10s lose vs 10s baseline,pyramidal
501,26,61.5,0.51708984375,not significant,20230617_115521_standard_comp_to_omission_D1_subj_1-2_t2b2L_box2_merged.rec,1-2,10s lose vs 10s baseline,pyramidal
502,139,4.0,0.21875,not significant,20230618_100636_standard_comp_to_omission_D2_subj_1-1_t1b2L_box2_merged.rec,1-1,10s lose vs 10s baseline,pyramidal
503,7,5.0,0.3125,not significant,20230618_100636_standard_comp_to_omission_D2_subj_1-1_t1b2L_box2_merged.rec,1-1,10s lose vs 10s baseline,pyramidal
504,76,4.0,0.21875,not significant,20230618_100636_standard_comp_to_omission_D2_subj_1-1_t1b2L_box2_merged.rec,1-1,10s lose vs 10s baseline,pyramidal
505,84,8.0,0.6875,not significant,20230618_100636_standard_comp_to_omission_D2_subj_1-1_t1b2L_box2_merged.rec,1-1,10s lose vs 10s baseline,pyramidal
506,159,5.0,0.3125,not significant,20230618_100636_standard_comp_to_omission_D2_subj_1-1_t1b2L_box2_merged.rec,1-1,10s lose vs 10s baseline,pyramidal
507,98,4.0,0.875,not significant,20230618_100636_standard_comp_to_omission_D2_subj_1-1_t1b2L_box2_merged.rec,1-1,10s lose vs 10s baseline,pyramidal
508,141,5.0,0.625,not significant,20230618_100636_standard_comp_to_omission_D2_subj_1-1_t1b2L_box2_merged.rec,1-1,10s lose vs 10s baseline,pyramidal
509,154,10.0,1.0,not significant,20230618_100636_standard_comp_to_omission_D2_subj_1-1_t1b2L_box2_merged.rec,1-1,10s lose vs 10s baseline,pyramidal
510,50,9.0,0.84375,not significant,20230618_100636_standard_comp_to_omission_D2_subj_1-1_t1b2L_box2_merged.rec,1-1,10s lose vs 10s baseline,pyramidal
511,12,0.0,0.03125,decreases,20230618_100636_standard_comp_to_omission_D2_subj_1-1_t1b2L_box2_merged.rec,1-1,10s lose vs 10s baseline,pyramidal
512,48,5.0,0.625,not significant,20230618_100636_standard_comp_to_omission_D2_subj_1-1_t1b2L_box2_merged.rec,1-1,10s lose vs 10s baseline,pyramidal
513,11,3.0,0.15625,not significant,20230618_100636_standard_comp_to_omission_D2_subj_1-1_t1b2L_box2_merged.rec,1-1,10s lose vs 10s baseline,pyramidal
514,175,0.0,0.03125,decreases,20230618_100636_standard_comp_to_omission_D2_subj_1-1_t1b2L_box2_merged.rec,1-1,10s lose vs 10s baseline,pyramidal
515,128,4.0,0.21875,not significant,20230618_100636_standard_comp_to_omission_D2_subj_1-1_t1b2L_box2_merged.rec,1-1,10s lose vs 10s baseline,pyramidal
516,90,5.0,0.3125,not significant,20230618_100636_standard_comp_to_omission_D2_subj_1-1_t1b2L_box2_merged.rec,1-1,10s lose vs 10s baseline,pyramidal
517,137,4.5,0.3125,not significant,20230618_100636_standard_comp_to_omission_D2_subj_1-1_t1b2L_box2_merged.rec,1-1,10s lose vs 10s baseline,pyramidal
518,161,9.0,0.84375,not significant,20230618_100636_standard_comp_to_omission_D2_subj_1-1_t1b2L_box2_merged.rec,1-1,10s lose vs 10s baseline,pyramidal
519,65,25.0,0.090576171875,not significant,20230618_100636_standard_comp_to_omission_D2_subj_1-4_t4b3L_box1_merged.rec,1-4,10s lose vs 10s baseline,interneuron
520,123,38.0,0.635498046875,not significant,20230618_100636_standard_comp_to_omission_D2_subj_1-4_t4b3L_box1_merged.rec,1-4,10s lose vs 10s baseline,pyramidal
521,103,12.0,0.008544921875,increases,20230618_100636_standard_comp_to_omission_D2_subj_1-4_t4b3L_box1_merged.rec,1-4,10s lose vs 10s baseline,pyramidal
522,83,24.0,0.146484375,not significant,20230618_100636_standard_comp_to_omission_D2_subj_1-4_t4b3L_box1_merged.rec,1-4,10s lose vs 10s baseline,pyramidal
523,118,35.5,0.541748046875,not significant,20230618_100636_standard_comp_to_omission_D2_subj_1-4_t4b3L_box1_merged.rec,1-4,10s lose vs 10s baseline,pyramidal
524,93,36.5,0.90966796875,not significant,20230618_100636_standard_comp_to_omission_D2_subj_1-4_t4b3L_box1_merged.rec,1-4,10s lose vs 10s baseline,pyramidal
525,99,13.0,0.0107421875,increases,20230618_100636_standard_comp_to_omission_D2_subj_1-4_t4b3L_box1_merged.rec,1-4,10s lose vs 10s baseline,pyramidal
526,105,12.0,0.0673828125,not significant,20230618_100636_standard_comp_to_omission_D2_subj_1-4_t4b3L_box1_merged.rec,1-4,10s lose vs 10s baseline,pyramidal
527,87,28.5,0.4697265625,not significant,20230618_100636_standard_comp_to_omission_D2_subj_1-4_t4b3L_box1_merged.rec,1-4,10s lose vs 10s baseline,pyramidal
528,19,15.0,0.0166015625,increases,20230618_100636_standard_comp_to_omission_D2_subj_1-4_t4b3L_box1_merged.rec,1-4,10s lose vs 10s baseline,interneuron
529,9,36.0,0.3258056640625,not significant,20230618_100636_standard_comp_to_omission_D2_subj_1-4_t4b3L_box1_merged.rec,1-4,10s lose vs 10s baseline,pyramidal
530,252,40.5,0.786865234375,not significant,20230619_115321_standard_comp_to_omission_D3_subj_1-4_t3b3L_box2_merged.rec,1-4,10s lose vs 10s baseline,pyramidal
531,44,12.0,0.0042724609375,increases,20230619_115321_standard_comp_to_omission_D3_subj_1-4_t3b3L_box2_merged.rec,1-4,10s lose vs 10s baseline,interneuron
532,263,2.0,0.00018310546875,increases,20230619_115321_standard_comp_to_omission_D3_subj_1-4_t3b3L_box2_merged.rec,1-4,10s lose vs 10s baseline,pyramidal
533,262,35.0,0.1688232421875,not significant,20230619_115321_standard_comp_to_omission_D3_subj_1-4_t3b3L_box2_merged.rec,1-4,10s lose vs 10s baseline,pyramidal
534,282,55.5,0.846923828125,not significant,20230619_115321_standard_comp_to_omission_D3_subj_1-4_t3b3L_box2_merged.rec,1-4,10s lose vs 10s baseline,pyramidal
535,134,56.0,0.846923828125,not significant,20230619_115321_standard_comp_to_omission_D3_subj_1-4_t3b3L_box2_merged.rec,1-4,10s lose vs 10s baseline,interneuron
536,274,8.0,0.00152587890625,increases,20230619_115321_standard_comp_to_omission_D3_subj_1-4_t3b3L_box2_merged.rec,1-4,10s lose vs 10s baseline,pyramidal
537,186,19.0,0.0352783203125,increases,20230619_115321_standard_comp_to_omission_D3_subj_1-4_t3b3L_box2_merged.rec,1-4,10s lose vs 10s baseline,pyramidal
538,227,36.5,0.207763671875,not significant,20230619_115321_standard_comp_to_omission_D3_subj_1-4_t3b3L_box2_merged.rec,1-4,10s lose vs 10s baseline,pyramidal
539,250,53.5,0.76153564453125,not significant,20230619_115321_standard_comp_to_omission_D3_subj_1-4_t3b3L_box2_merged.rec,1-4,10s lose vs 10s baseline,pyramidal
540,11,45.0,0.6697998046875,not significant,20230619_115321_standard_comp_to_omission_D3_subj_1-4_t3b3L_box2_merged.rec,1-4,10s lose vs 10s baseline,pyramidal
541,132,21.5,0.0579833984375,not significant,20230619_115321_standard_comp_to_omission_D3_subj_1-4_t3b3L_box2_merged.rec,1-4,10s lose vs 10s baseline,pyramidal
542,268,22.0,0.0301513671875,increases,20230619_115321_standard_comp_to_omission_D3_subj_1-4_t3b3L_box2_merged.rec,1-4,10s lose vs 10s baseline,pyramidal
543,275,2.0,0.00018310546875,increases,20230619_115321_standard_comp_to_omission_D3_subj_1-4_t3b3L_box2_merged.rec,1-4,10s lose vs 10s baseline,pyramidal
544,187,1.0,0.0001220703125,increases,20230619_115321_standard_comp_to_omission_D3_subj_1-4_t3b3L_box2_merged.rec,1-4,10s lose vs 10s baseline,pyramidal
545,271,32.0,0.216552734375,not significant,20230619_115321_standard_comp_to_omission_D3_subj_1-4_t3b3L_box2_merged.rec,1-4,10s lose vs 10s baseline,pyramidal
546,255,37.0,0.3575439453125,not significant,20230619_115321_standard_comp_to_omission_D3_subj_1-4_t3b3L_box2_merged.rec,1-4,10s lose vs 10s baseline,pyramidal
547,272,0.0,0.0001220703125,decreases,20230619_115321_standard_comp_to_omission_D3_subj_1-4_t3b3L_box2_merged.rec,1-4,10s lose vs 10s baseline,interneuron
548,0,,,,20230620_114347_standard_comp_to_omission_D4_subj_1-1_t1b2L_box_2_merged.rec,1-1,10s lose vs 10s baseline,n/a
549,42,38.5,0.684814453125,not significant,20230620_114347_standard_comp_to_omission_D4_subj_1-2_t3b3L_box_1_merged.rec,1-2,10s lose vs 10s baseline,pyramidal
550,207,29.0,0.4697265625,not significant,20230620_114347_standard_comp_to_omission_D4_subj_1-2_t3b3L_box_1_merged.rec,1-2,10s lose vs 10s baseline,pyramidal
551,262,30.0,0.5185546875,not significant,20230620_114347_standard_comp_to_omission_D4_subj_1-2_t3b3L_box_1_merged.rec,1-2,10s lose vs 10s baseline,pyramidal
552,144,40.0,0.7353515625,not significant,20230620_114347_standard_comp_to_omission_D4_subj_1-2_t3b3L_box_1_merged.rec,1-2,10s lose vs 10s baseline,pyramidal
553,41,21.0,0.09423828125,not significant,20230620_114347_standard_comp_to_omission_D4_subj_1-2_t3b3L_box_1_merged.rec,1-2,10s lose vs 10s baseline,pyramidal
554,162,10.0,0.010498046875,increases,20230620_114347_standard_comp_to_omission_D4_subj_1-2_t3b3L_box_1_merged.rec,1-2,10s lose vs 10s baseline,pyramidal
555,48,40.0,0.7353515625,not significant,20230620_114347_standard_comp_to_omission_D4_subj_1-2_t3b3L_box_1_merged.rec,1-2,10s lose vs 10s baseline,pyramidal
556,45,41.5,0.83935546875,not significant,20230620_114347_standard_comp_to_omission_D4_subj_1-2_t3b3L_box_1_merged.rec,1-2,10s lose vs 10s baseline,interneuron
557,68,25.0,0.30126953125,not significant,20230620_114347_standard_comp_to_omission_D4_subj_1-2_t3b3L_box_1_merged.rec,1-2,10s lose vs 10s baseline,interneuron
558,259,42.0,0.83935546875,not significant,20230620_114347_standard_comp_to_omission_D4_subj_1-2_t3b3L_box_1_merged.rec,1-2,10s lose vs 10s baseline,pyramidal
559,153,36.5,0.587890625,not significant,20230620_114347_standard_comp_to_omission_D4_subj_1-2_t3b3L_box_1_merged.rec,1-2,10s lose vs 10s baseline,pyramidal
560,269,31.0,0.339599609375,not significant,20230620_114347_standard_comp_to_omission_D4_subj_1-2_t3b3L_box_1_merged.rec,1-2,10s lose vs 10s baseline,pyramidal
561,53,37.0,0.587890625,not significant,20230620_114347_standard_comp_to_omission_D4_subj_1-2_t3b3L_box_1_merged.rec,1-2,10s lose vs 10s baseline,pyramidal
562,168,19.0,0.431640625,not significant,20230620_114347_standard_comp_to_omission_D4_subj_1-2_t3b3L_box_1_merged.rec,1-2,10s lose vs 10s baseline,pyramidal
563,58,36.0,0.85009765625,not significant,20230620_114347_standard_comp_to_omission_D4_subj_1-2_t3b3L_box_1_merged.rec,1-2,10s lose vs 10s baseline,pyramidal
564,258,38.5,0.684814453125,not significant,20230620_114347_standard_comp_to_omission_D4_subj_1-2_t3b3L_box_1_merged.rec,1-2,10s lose vs 10s baseline,pyramidal
565,14,13.0,0.0830078125,not significant,20230620_114347_standard_comp_to_omission_D4_subj_1-2_t3b3L_box_1_merged.rec,1-2,10s lose vs 10s baseline,pyramidal
566,241,38.0,0.9697265625,not significant,20230620_114347_standard_comp_to_omission_D4_subj_1-2_t3b3L_box_1_merged.rec,1-2,10s lose vs 10s baseline,pyramidal
567,245,38.0,0.9697265625,not significant,20230620_114347_standard_comp_to_omission_D4_subj_1-2_t3b3L_box_1_merged.rec,1-2,10s lose vs 10s baseline,pyramidal
568,28,38.5,0.684814453125,not significant,20230620_114347_standard_comp_to_omission_D4_subj_1-2_t3b3L_box_1_merged.rec,1-2,10s lose vs 10s baseline,pyramidal
569,43,38.5,1.0,not significant,20230620_114347_standard_comp_to_omission_D4_subj_1-2_t3b3L_box_1_merged.rec,1-2,10s lose vs 10s baseline,interneuron
570,124,44.0,0.946044921875,not significant,20230620_114347_standard_comp_to_omission_D4_subj_1-2_t3b3L_box_1_merged.rec,1-2,10s lose vs 10s baseline,pyramidal
571,221,45.0,1.0,not significant,20230620_114347_standard_comp_to_omission_D4_subj_1-2_t3b3L_box_1_merged.rec,1-2,10s lose vs 10s baseline,pyramidal
572,244,30.0,0.8310546875,not significant,20230620_114347_standard_comp_to_omission_D4_subj_1-2_t3b3L_box_1_merged.rec,1-2,10s lose vs 10s baseline,pyramidal
573,227,7.5,0.0244140625,increases,20230620_114347_standard_comp_to_omission_D4_subj_1-2_t3b3L_box_1_merged.rec,1-2,10s lose vs 10s baseline,pyramidal
574,226,32.0,0.375732421875,not significant,20230620_114347_standard_comp_to_omission_D4_subj_1-2_t3b3L_box_1_merged.rec,1-2,10s lose vs 10s baseline,pyramidal
575,266,32.5,0.414306640625,not significant,20230620_114347_standard_comp_to_omission_D4_subj_1-2_t3b3L_box_1_merged.rec,1-2,10s lose vs 10s baseline,pyramidal
576,36,42.0,0.0599365234375,not significant,20230621_111240_standard_comp_to_omission_D5_subj_1-4_t3b3L_box1_merged.rec,1-4,10s lose vs 10s baseline,interneuron
577,17,37.0,0.03423309326171875,increases,20230621_111240_standard_comp_to_omission_D5_subj_1-4_t3b3L_box1_merged.rec,1-4,10s lose vs 10s baseline,pyramidal
578,7,59.0,0.2645263671875,not significant,20230621_111240_standard_comp_to_omission_D5_subj_1-4_t3b3L_box1_merged.rec,1-4,10s lose vs 10s baseline,interneuron
579,6,24.0,0.0055999755859375,increases,20230621_111240_standard_comp_to_omission_D5_subj_1-4_t3b3L_box1_merged.rec,1-4,10s lose vs 10s baseline,pyramidal
580,37,78.0,0.7660293579101562,not significant,20230621_111240_standard_comp_to_omission_D5_subj_1-4_t3b3L_box1_merged.rec,1-4,10s lose vs 10s baseline,pyramidal
581,84,12.5,0.00067138671875,increases,20230621_111240_standard_comp_to_omission_D5_subj_1-4_t3b3L_box1_merged.rec,1-4,10s lose vs 10s baseline,pyramidal
582,76,49.0,0.11870574951171875,not significant,20230621_111240_standard_comp_to_omission_D5_subj_1-4_t3b3L_box1_merged.rec,1-4,10s lose vs 10s baseline,pyramidal
583,24,33.0,0.02081298828125,increases,20230621_111240_standard_comp_to_omission_D5_subj_1-4_t3b3L_box1_merged.rec,1-4,10s lose vs 10s baseline,pyramidal
584,16,40.0,0.088653564453125,not significant,20230621_111240_standard_comp_to_omission_D5_subj_1-4_t3b3L_box1_merged.rec,1-4,10s lose vs 10s baseline,pyramidal
585,13,72.0,0.5798416137695312,not significant,20230621_111240_standard_comp_to_omission_D5_subj_1-4_t3b3L_box1_merged.rec,1-4,10s lose vs 10s baseline,pyramidal
586,47,53.5,0.18146514892578125,not significant,20230621_111240_standard_comp_to_omission_D5_subj_1-4_t3b3L_box1_merged.rec,1-4,10s lose vs 10s baseline,pyramidal
587,82,8.0,0.0003814697265625,increases,20230621_111240_standard_comp_to_omission_D5_subj_1-4_t3b3L_box1_merged.rec,1-4,10s lose vs 10s baseline,pyramidal
588,46,69.0,0.49507904052734375,not significant,20230621_111240_standard_comp_to_omission_D5_subj_1-4_t3b3L_box1_merged.rec,1-4,10s lose vs 10s baseline,interneuron
589,26,64.5,0.6112213134765625,not significant,20230621_111240_standard_comp_to_omission_D5_subj_1-4_t3b3L_box1_merged.rec,1-4,10s lose vs 10s baseline,pyramidal
590,86,41.0,0.17535400390625,not significant,20230621_111240_standard_comp_to_omission_D5_subj_1-4_t3b3L_box1_merged.rec,1-4,10s lose vs 10s baseline,pyramidal
591,89,30.0,0.0138702392578125,increases,20230621_111240_standard_comp_to_omission_D5_subj_1-4_t3b3L_box1_merged.rec,1-4,10s lose vs 10s baseline,pyramidal
592,15,78.5,0.7987060546875,not significant,20230621_111240_standard_comp_to_omission_D5_subj_1-4_t3b3L_box1_merged.rec,1-4,10s lose vs 10s baseline,pyramidal
593,74,79.0,0.7987060546875,not significant,20230621_111240_standard_comp_to_omission_D5_subj_1-4_t3b3L_box1_merged.rec,1-4,10s lose vs 10s baseline,pyramidal
594,22,1.5,9.1552734375e-05,increases,20230621_111240_standard_comp_to_omission_D5_subj_1-4_t3b3L_box1_merged.rec,1-4,10s lose vs 10s baseline,pyramidal
595,87,10.0,0.00032806396484375,increases,20230621_111240_standard_comp_to_omission_D5_subj_1-4_t3b3L_box1_merged.rec,1-4,10s lose vs 10s baseline,pyramidal
596,110,102.0,0.9272785186767578,not significant,20230622_110832_standard_comp_to_both_rewarded_D1_subj_1-1_t1b3L_box1_merged.rec,1-1,10s lose vs 10s baseline,interneuron
597,115,66.5,0.2753410339355469,not significant,20230622_110832_standard_comp_to_both_rewarded_D1_subj_1-1_t1b3L_box1_merged.rec,1-1,10s lose vs 10s baseline,pyramidal
598,1,84.0,0.4523754119873047,not significant,20230622_110832_standard_comp_to_both_rewarded_D1_subj_1-1_t1b3L_box1_merged.rec,1-1,10s lose vs 10s baseline,pyramidal
599,15,57.0,0.22875213623046875,not significant,20230622_110832_standard_comp_to_both_rewarded_D1_subj_1-1_t1b3L_box1_merged.rec,1-1,10s lose vs 10s baseline,pyramidal
600,148,71.0,0.550872802734375,not significant,20230622_110832_standard_comp_to_both_rewarded_D1_subj_1-1_t1b3L_box1_merged.rec,1-1,10s lose vs 10s baseline,pyramidal
601,2,18.5,0.431640625,not significant,20230622_110832_standard_comp_to_both_rewarded_D1_subj_1-1_t1b3L_box1_merged.rec,1-1,10s lose vs 10s baseline,pyramidal
602,113,26.5,1.0,not significant,20230622_110832_standard_comp_to_both_rewarded_D1_subj_1-1_t1b3L_box1_merged.rec,1-1,10s lose vs 10s baseline,pyramidal
603,77,34.0,0.267578125,not significant,20230622_110832_standard_comp_to_both_rewarded_D1_subj_1-1_t1b3L_box1_merged.rec,1-1,10s lose vs 10s baseline,pyramidal
604,0,,,,20230622_110832_standard_comp_to_both_rewarded_D1_subj_1-2_t3b3L_box1_merged.rec,1-2,10s lose vs 10s baseline,n/a
605,0,,,,20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-2_t1b2L_box1_merged.rec,1-2,10s lose vs 10s baseline,pyramidal
606,109,75.0,0.2773551940917969,not significant,20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-4_t3b3L_box1_merged.rec,1-4,10s lose vs 10s baseline,interneuron
607,114,51.0,0.04405403137207031,increases,20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-4_t3b3L_box1_merged.rec,1-4,10s lose vs 10s baseline,pyramidal
608,176,69.0,0.1893482208251953,not significant,20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-4_t3b3L_box1_merged.rec,1-4,10s lose vs 10s baseline,pyramidal
609,150,58.0,0.24620819091796875,not significant,20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-4_t3b3L_box1_merged.rec,1-4,10s lose vs 10s baseline,pyramidal
610,173,40.0,0.013616561889648438,increases,20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-4_t3b3L_box1_merged.rec,1-4,10s lose vs 10s baseline,pyramidal
611,177,93.0,0.6742229461669922,not significant,20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-4_t3b3L_box1_merged.rec,1-4,10s lose vs 10s baseline,pyramidal
612,152,77.5,0.7660293579101562,not significant,20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-4_t3b3L_box1_merged.rec,1-4,10s lose vs 10s baseline,pyramidal
613,164,30.0,0.007144927978515625,increases,20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-4_t3b3L_box1_merged.rec,1-4,10s lose vs 10s baseline,pyramidal
614,158,103.0,0.956329345703125,not significant,20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-4_t3b3L_box1_merged.rec,1-4,10s lose vs 10s baseline,pyramidal
615,133,83.0,0.6507492065429688,not significant,20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-4_t3b3L_box1_merged.rec,1-4,10s lose vs 10s baseline,pyramidal
616,154,50.5,0.243499755859375,not significant,20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-4_t3b3L_box1_merged.rec,1-4,10s lose vs 10s baseline,pyramidal
617,119,91.0,0.6215133666992188,not significant,20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-4_t3b3L_box1_merged.rec,1-4,10s lose vs 10s baseline,pyramidal
618,0,,,,20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-1_t1b2L_box1_merged.rec,1-1,10s lose vs 10s baseline,pyramidal
619,141,67.0,0.979949951171875,not significant,20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-4_t3b3L_box1_merged.rec,1-4,10s lose vs 10s baseline,interneuron
620,32,14.0,0.00335693359375,increases,20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-4_t3b3L_box1_merged.rec,1-4,10s lose vs 10s baseline,interneuron
621,243,63.0,0.820892333984375,not significant,20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-4_t3b3L_box1_merged.rec,1-4,10s lose vs 10s baseline,pyramidal
622,253,46.5,0.48870849609375,not significant,20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-4_t3b3L_box1_merged.rec,1-4,10s lose vs 10s baseline,pyramidal
623,227,31.5,0.12054443359375,not significant,20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-4_t3b3L_box1_merged.rec,1-4,10s lose vs 10s baseline,pyramidal
624,115,51.0,0.638671875,not significant,20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-4_t3b3L_box1_merged.rec,1-4,10s lose vs 10s baseline,pyramidal
625,250,44.5,0.252227783203125,not significant,20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-4_t3b3L_box1_merged.rec,1-4,10s lose vs 10s baseline,pyramidal
626,17,46.0,0.274444580078125,not significant,20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-4_t3b3L_box1_merged.rec,1-4,10s lose vs 10s baseline,pyramidal
627,15,52.5,0.7197265625,not significant,20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-4_t3b3L_box1_merged.rec,1-4,10s lose vs 10s baseline,pyramidal
628,213,30.5,0.1937255859375,not significant,20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-4_t3b3L_box1_merged.rec,1-4,10s lose vs 10s baseline,pyramidal
629,148,5.0,0.001220703125,increases,20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-4_t3b3L_box1_merged.rec,1-4,10s lose vs 10s baseline,pyramidal
630,18,16.0,0.84375,not significant,20240320_142408_alone_comp_subj_3-1_t6b6_merged.rec,3-1,10s lose vs 10s baseline,interneuron
631,9,15.0,0.7421875,not significant,20240320_142408_alone_comp_subj_3-1_t6b6_merged.rec,3-1,10s lose vs 10s baseline,pyramidal
632,20,17.0,0.9453125,not significant,20240320_142408_alone_comp_subj_3-1_t6b6_merged.rec,3-1,10s lose vs 10s baseline,pyramidal
633,154,17.0,0.9453125,not significant,20240320_142408_alone_comp_subj_3-1_t6b6_merged.rec,3-1,10s lose vs 10s baseline,pyramidal
634,123,9.0,0.25,not significant,20240320_142408_alone_comp_subj_3-1_t6b6_merged.rec,3-1,10s lose vs 10s baseline,pyramidal
635,115,11.0,0.3828125,not significant,20240320_142408_alone_comp_subj_3-1_t6b6_merged.rec,3-1,10s lose vs 10s baseline,pyramidal
636,117,7.5,0.6875,not significant,20240320_142408_alone_comp_subj_3-1_t6b6_merged.rec,3-1,10s lose vs 10s baseline,pyramidal
637,150,11.0,0.3828125,not significant,20240320_142408_alone_comp_subj_3-1_t6b6_merged.rec,3-1,10s lose vs 10s baseline,pyramidal
638,13,9.0,0.46875,not significant,20240320_142408_alone_comp_subj_3-1_t6b6_merged.rec,3-1,10s lose vs 10s baseline,pyramidal
639,190,14.0,1.0,not significant,20240320_142408_alone_comp_subj_3-1_t6b6_merged.rec,3-1,10s lose vs 10s baseline,pyramidal
640,124,34.0,0.7333984375,not significant,20240320_142408_alone_comp_subj_3-3_t5b5_merged.rec,3-3,10s lose vs 10s baseline,pyramidal
641,148,3.0,0.0048828125,increases,20240320_142408_alone_comp_subj_3-3_t5b5_merged.rec,3-3,10s lose vs 10s baseline,pyramidal
642,45,17.5,0.10986328125,not significant,20240320_142408_alone_comp_subj_3-3_t5b5_merged.rec,3-3,10s lose vs 10s baseline,pyramidal
643,146,33.0,1.0,not significant,20240320_142408_alone_comp_subj_3-3_t5b5_merged.rec,3-3,10s lose vs 10s baseline,pyramidal
644,109,20.0,0.2783203125,not significant,20240320_142408_alone_comp_subj_3-3_t5b5_merged.rec,3-3,10s lose vs 10s baseline,pyramidal
645,60,19.0,0.431640625,not significant,20240320_142408_alone_comp_subj_3-3_t5b5_merged.rec,3-3,10s lose vs 10s baseline,pyramidal
646,67,36.0,0.85009765625,not significant,20240320_142408_alone_comp_subj_3-3_t5b5_merged.rec,3-3,10s lose vs 10s baseline,pyramidal
647,9,51.5,0.433197021484375,not significant,20240320_171038_alone_comp_subj_4-2_t6b6_merged.rec,4-2,10s lose vs 10s baseline,pyramidal
648,56,47.5,0.190093994140625,not significant,20240320_171038_alone_comp_subj_4-2_t6b6_merged.rec,4-2,10s lose vs 10s baseline,interneuron
649,42,54.0,0.104156494140625,not significant,20240320_171038_alone_comp_subj_4-2_t6b6_merged.rec,4-2,10s lose vs 10s baseline,pyramidal
650,33,42.0,0.19281005859375,not significant,20240320_171038_alone_comp_subj_4-2_t6b6_merged.rec,4-2,10s lose vs 10s baseline,pyramidal
651,0,,,,20240320_171038_alone_comp_subj_4-3_t5b5_merged.rec,4-3,10s lose vs 10s baseline,n/a
652,15,101.0,0.8983173370361328,not significant,20240322_120625_alone_comp_subj_3-3_t6b6_merged.rec,3-3,10s lose vs 10s baseline,pyramidal
653,3,27.5,0.243896484375,not significant,20240322_120625_alone_comp_subj_3-3_t6b6_merged.rec,3-3,10s lose vs 10s baseline,pyramidal
654,101,86.0,0.49800872802734375,not significant,20240322_120625_alone_comp_subj_3-3_t6b6_merged.rec,3-3,10s lose vs 10s baseline,pyramidal
655,47,96.0,0.7561664581298828,not significant,20240322_120625_alone_comp_subj_3-3_t6b6_merged.rec,3-3,10s lose vs 10s baseline,pyramidal
656,89,60.0,0.09730720520019531,not significant,20240322_120625_alone_comp_subj_3-3_t6b6_merged.rec,3-3,10s lose vs 10s baseline,pyramidal
657,72,69.0,0.312408447265625,not significant,20240322_120625_alone_comp_subj_3-3_t6b6_merged.rec,3-3,10s lose vs 10s baseline,pyramidal
658,103,93.5,0.9843215942382812,not significant,20240322_120625_alone_comp_subj_3-3_t6b6_merged.rec,3-3,10s lose vs 10s baseline,pyramidal
659,18,69.0,0.7466583251953125,not significant,20240322_120625_alone_comp_subj_3-3_t6b6_merged.rec,3-3,10s lose vs 10s baseline,pyramidal
660,60,81.0,0.8650436401367188,not significant,20240322_120625_alone_comp_subj_3-3_t6b6_merged.rec,3-3,10s lose vs 10s baseline,pyramidal
