Recording,Subject,original unit id,sig_increase_events,sig_decrease_events,insig_events,sig_events
20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-2_t1b2L_box1_merged.rec,1-2,63,win,,"both_rewarded, tie, lose, rewarded",win
20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-2_t1b2L_box1_merged.rec,1-2,0,both_rewarded,,"win, tie, lose, rewarded",both_rewarded
20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-2_t1b2L_box1_merged.rec,1-2,103,,,"rewarded, both_rewarded, tie, win, lose",
20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-2_t1b2L_box1_merged.rec,1-2,42,,,"rewarded, both_rewarded, tie, win, lose",
20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-2_t1b2L_box1_merged.rec,1-2,36,,,"rewarded, both_rewarded, tie, win, lose",
20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-2_t1b2L_box1_merged.rec,1-2,44,,,"rewarded, both_rewarded, tie, win, lose",
20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-2_t1b2L_box1_merged.rec,1-2,43,both_rewarded,,"win, tie, lose, rewarded",both_rewarded
20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-2_t1b2L_box1_merged.rec,1-2,10,,,"rewarded, both_rewarded, tie, win, lose",
20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-2_t1b2L_box1_merged.rec,1-2,33,,,"rewarded, both_rewarded, tie, win, lose",
20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-2_t1b2L_box1_merged.rec,1-2,11,,,"rewarded, both_rewarded, tie, win, lose",
20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-2_t1b2L_box1_merged.rec,1-2,12,,,"rewarded, both_rewarded, tie, win, lose",
20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-4_t3b3L_box1_merged.rec,1-4,5,both_rewarded,,"win, tie, lose, rewarded",both_rewarded
20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-4_t3b3L_box1_merged.rec,1-4,91,both_rewarded,,"win, tie, lose, rewarded",both_rewarded
20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-4_t3b3L_box1_merged.rec,1-4,41,both_rewarded,,"win, tie, lose, rewarded",both_rewarded
20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-4_t3b3L_box1_merged.rec,1-4,25,lose,both_rewarded,"win, tie, rewarded","both_rewarded, lose"
20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-4_t3b3L_box1_merged.rec,1-4,80,lose,,"both_rewarded, win, tie, rewarded",lose
20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-4_t3b3L_box1_merged.rec,1-4,73,lose,both_rewarded,"win, tie, rewarded","both_rewarded, lose"
20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-4_t3b3L_box1_merged.rec,1-4,62,both_rewarded,,"win, tie, lose, rewarded",both_rewarded
20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-4_t3b3L_box1_merged.rec,1-4,17,lose,,"both_rewarded, win, tie, rewarded",lose
20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-4_t3b3L_box1_merged.rec,1-4,19,,both_rewarded,"win, tie, lose, rewarded",both_rewarded
20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-4_t3b3L_box1_merged.rec,1-4,70,,,"rewarded, both_rewarded, tie, win, lose",
20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-4_t3b3L_box1_merged.rec,1-4,10,,,"rewarded, both_rewarded, tie, win, lose",
20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-4_t3b3L_box1_merged.rec,1-4,35,both_rewarded,,"win, tie, lose, rewarded",both_rewarded
20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-4_t3b3L_box1_merged.rec,1-4,0,both_rewarded,,"win, tie, lose, rewarded",both_rewarded
20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-4_t3b3L_box1_merged.rec,1-4,20,,,"rewarded, both_rewarded, tie, win, lose",
20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-4_t3b3L_box1_merged.rec,1-4,84,both_rewarded,,"win, tie, lose, rewarded",both_rewarded
20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-4_t3b3L_box1_merged.rec,1-4,61,both_rewarded,,"win, tie, lose, rewarded",both_rewarded
20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-4_t3b3L_box1_merged.rec,1-4,72,"both_rewarded, lose",,"win, tie, rewarded","both_rewarded, lose"
20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-4_t3b3L_box1_merged.rec,1-4,52,both_rewarded,,"win, tie, lose, rewarded",both_rewarded
20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-4_t3b3L_box1_merged.rec,1-4,54,,both_rewarded,"win, tie, lose, rewarded",both_rewarded
20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-1_t1b2L_box1_merged.rec,1-1,27,"both_rewarded, win",,"tie, lose, rewarded","both_rewarded, win"
20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-1_t1b2L_box1_merged.rec,1-1,53,,,"rewarded, both_rewarded, tie, win, lose",
20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-1_t1b2L_box1_merged.rec,1-1,81,,,"rewarded, both_rewarded, tie, win, lose",
20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-1_t1b2L_box1_merged.rec,1-1,52,both_rewarded,,"win, tie, lose, rewarded",both_rewarded
20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-1_t1b2L_box1_merged.rec,1-1,0,,,"rewarded, both_rewarded, tie, win, lose",
20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-1_t1b2L_box1_merged.rec,1-1,69,,,"rewarded, both_rewarded, tie, win, lose",
20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-1_t1b2L_box1_merged.rec,1-1,67,both_rewarded,,"win, tie, lose, rewarded",both_rewarded
20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-1_t1b2L_box1_merged.rec,1-1,74,,,"rewarded, both_rewarded, tie, win, lose",
20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-1_t1b2L_box1_merged.rec,1-1,25,,,"rewarded, both_rewarded, tie, win, lose",
20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-1_t1b2L_box1_merged.rec,1-1,7,both_rewarded,,"win, tie, lose, rewarded",both_rewarded
20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-1_t1b2L_box1_merged.rec,1-1,13,,,"rewarded, both_rewarded, tie, win, lose",
20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-1_t1b2L_box1_merged.rec,1-1,79,both_rewarded,,"win, tie, lose, rewarded",both_rewarded
20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-1_t1b2L_box1_merged.rec,1-1,60,win,,"both_rewarded, tie, lose, rewarded",win
20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-1_t1b2L_box1_merged.rec,1-1,68,both_rewarded,,"win, tie, lose, rewarded",both_rewarded
20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-1_t1b2L_box1_merged.rec,1-1,3,,,"rewarded, both_rewarded, tie, win, lose",
20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-1_t1b2L_box1_merged.rec,1-1,32,,,"rewarded, both_rewarded, tie, win, lose",
20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-1_t1b2L_box1_merged.rec,1-1,62,both_rewarded,,"win, tie, lose, rewarded",both_rewarded
20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-1_t1b2L_box1_merged.rec,1-1,78,,,"rewarded, both_rewarded, tie, win, lose",
20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-1_t1b2L_box1_merged.rec,1-1,35,,,"rewarded, both_rewarded, tie, win, lose",
20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-1_t1b2L_box1_merged.rec,1-1,64,,,"rewarded, both_rewarded, tie, win, lose",
20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-4_t3b3L_box1_merged.rec,1-4,52,lose,both_rewarded,"win, tie, rewarded","both_rewarded, lose"
20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-4_t3b3L_box1_merged.rec,1-4,60,lose,both_rewarded,"win, tie, rewarded","both_rewarded, lose"
20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-4_t3b3L_box1_merged.rec,1-4,77,both_rewarded,,"win, tie, lose, rewarded",both_rewarded
20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-4_t3b3L_box1_merged.rec,1-4,105,,,"rewarded, both_rewarded, tie, win, lose",
20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-4_t3b3L_box1_merged.rec,1-4,9,,both_rewarded,"win, tie, lose, rewarded",both_rewarded
20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-4_t3b3L_box1_merged.rec,1-4,0,,,"rewarded, both_rewarded, tie, win, lose",
20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-4_t3b3L_box1_merged.rec,1-4,99,"both_rewarded, lose",,"win, tie, rewarded","both_rewarded, lose"
20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-4_t3b3L_box1_merged.rec,1-4,53,both_rewarded,,"win, tie, lose, rewarded",both_rewarded
20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-4_t3b3L_box1_merged.rec,1-4,85,both_rewarded,,"win, tie, lose, rewarded",both_rewarded
20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-4_t3b3L_box1_merged.rec,1-4,16,,both_rewarded,"win, tie, lose, rewarded",both_rewarded
20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-4_t3b3L_box1_merged.rec,1-4,39,both_rewarded,,"win, tie, lose, rewarded",both_rewarded
20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-4_t3b3L_box1_merged.rec,1-4,17,,,"rewarded, both_rewarded, tie, win, lose",
20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-4_t3b3L_box1_merged.rec,1-4,15,,,"rewarded, both_rewarded, tie, win, lose",
20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-4_t3b3L_box1_merged.rec,1-4,27,both_rewarded,,"win, tie, lose, rewarded",both_rewarded
20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-4_t3b3L_box1_merged.rec,1-4,11,"both_rewarded, lose",,"win, tie, rewarded","both_rewarded, lose"
