session_dir,subject,subj_recording,condition,tone_start_timestamp,tone_stop_timestamp
20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-1_and_1-4,1.1,20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-1,win,21403503.0,21603505.0
20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-1_and_1-4,1.4,20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-4,lose,21403503.0,21603505.0
20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-1_and_1-4,1.1,20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-1,win,22803519.0,23003522.0
20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-1_and_1-4,1.4,20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-4,lose,22803519.0,23003522.0
20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-1_and_1-4,1.1,20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-1,win,24703542.0,24903544.0
20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-1_and_1-4,1.4,20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-4,lose,24703542.0,24903544.0
20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-1_and_1-4,1.1,20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-1,win,26303561.0,26503563.0
20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-1_and_1-4,1.4,20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-4,lose,26303561.0,26503563.0
20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-1_and_1-4,1.1,20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-1,lose,27703577.0,27903580.0
20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-1_and_1-4,1.4,20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-4,win,27703577.0,27903580.0
20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-1_and_1-4,1.1,20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-1,lose,29903601.0,30103606.0
20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-1_and_1-4,1.4,20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-4,win,29903601.0,30103606.0
20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-1_and_1-4,1.1,20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-1,win,31103615.0,31303625.0
20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-1_and_1-4,1.4,20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-4,lose,31103615.0,31303625.0
20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-1_and_1-4,1.1,20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-1,both_rewarded,40703732.0,40903734.0
20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-1_and_1-4,1.4,20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-4,both_rewarded,40703732.0,40903734.0
20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-1_and_1-4,1.1,20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-1,both_rewarded,41903746.0,42103754.0
20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-1_and_1-4,1.4,20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-4,both_rewarded,41903746.0,42103754.0
20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-1_and_1-4,1.1,20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-1,both_rewarded,43003764.0,43203767.0
20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-1_and_1-4,1.4,20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-4,both_rewarded,43003764.0,43203767.0
20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-1_and_1-4,1.1,20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-1,both_rewarded,44303777.0,44503777.0
20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-1_and_1-4,1.4,20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-4,both_rewarded,44303777.0,44503777.0
20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-1_and_1-4,1.1,20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-1,both_rewarded,45403788.0,45603787.0
20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-1_and_1-4,1.4,20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-4,both_rewarded,45403788.0,45603787.0
20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-1_and_1-4,1.1,20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-1,both_rewarded,46403807.0,46603802.0
20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-1_and_1-4,1.4,20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-4,both_rewarded,46403807.0,46603802.0
20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-1_and_1-4,1.1,20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-1,both_rewarded,47403814.0,47603812.0
20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-1_and_1-4,1.4,20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-4,both_rewarded,47403814.0,47603812.0
20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-1_and_1-4,1.1,20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-1,both_rewarded,49503837.0,49703839.0
20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-1_and_1-4,1.4,20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-4,both_rewarded,49503837.0,49703839.0
20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-1_and_1-4,1.1,20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-1,both_rewarded,51903866.0,52103870.0
20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-1_and_1-4,1.4,20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-4,both_rewarded,51903866.0,52103870.0
20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-1_and_1-4,1.1,20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-1,both_rewarded,54303897.0,54503899.0
20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-1_and_1-4,1.4,20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-4,both_rewarded,54303897.0,54503899.0
20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-1_and_1-4,1.1,20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-1,both_rewarded,56503920.0,56703923.0
20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-1_and_1-4,1.4,20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-4,both_rewarded,56503920.0,56703923.0
20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-1_and_1-4,1.1,20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-1,both_rewarded,58203940.0,58403943.0
20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-1_and_1-4,1.4,20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-4,both_rewarded,58203940.0,58403943.0
20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-1_and_1-4,1.1,20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-1,both_rewarded,60603966.0,60803971.0
20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-1_and_1-4,1.4,20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-4,both_rewarded,60603966.0,60803971.0
20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-1_and_1-4,1.1,20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-1,both_rewarded,61803981.0,62003986.0
20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-1_and_1-4,1.4,20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-4,both_rewarded,61803981.0,62003986.0
20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-1_and_1-4,1.1,20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-1,both_rewarded,63103999.0,63304001.0
20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-1_and_1-4,1.4,20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-4,both_rewarded,63103999.0,63304001.0
20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-1_and_1-4,1.1,20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-1,both_rewarded,64304011.0,64504015.0
20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-1_and_1-4,1.4,20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-4,both_rewarded,64304011.0,64504015.0
20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-1_and_1-4,1.1,20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-1,both_rewarded,65804029.0,66004033.0
20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-1_and_1-4,1.4,20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-4,both_rewarded,65804029.0,66004033.0
20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-1_and_1-4,1.1,20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-1,both_rewarded,67804057.0,68004058.0
20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-1_and_1-4,1.4,20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-4,both_rewarded,67804057.0,68004058.0
20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-1_and_1-4,1.1,20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-1,both_rewarded,69704075.0,69904080.0
20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-1_and_1-4,1.4,20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-4,both_rewarded,69704075.0,69904080.0
20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-1_and_1-4,1.1,20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-1,both_rewarded,70704093.0,70904092.0
20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-1_and_1-4,1.4,20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-4,both_rewarded,70704093.0,70904092.0
