,x,y,waveform,cluster_id,cluster_color,firing_rate,recording_name,unit_id
27,5.2134337,5.6066165,"[ 0.07693151  0.08012801  0.08388073  0.09109746  0.09596939  0.095912
  0.09995251  0.10742249  0.10723041  0.10893196  0.11973403  0.11493002
  0.10327936  0.12156774  0.12292174  0.08243971  0.11669066  0.15743323
 -0.1403445  -0.72497594 -1.         -0.74623257 -0.4106286  -0.28680348
 -0.22167844 -0.11595972 -0.04579065 -0.01190878  0.03639603  0.08078279
  0.09416763  0.09477288  0.10559429  0.12800297  0.15048547  0.16162457
  0.16041812  0.15431276  0.14810507  0.1407051 ]",1,[0.27698 0.46153 0.93309 1.     ],0.79714035,20240322_120625_alone_comp_subj_3-3_t6b6_merged.rec,72.0
28,10.36093,10.446548,"[ 0.18075138  0.17159052  0.17447332  0.19773456  0.21307832  0.19660589
  0.17862883  0.19678128  0.21565643  0.18159233  0.12187385  0.08435274
  0.04398095 -0.02511894 -0.08806064 -0.1420162  -0.24080794 -0.40308672
 -0.6155345  -0.8499805  -1.         -0.9607403  -0.7684872  -0.50825745
 -0.23257115 -0.06671193 -0.10997184 -0.21099503 -0.14778627  0.0557222
  0.24162829  0.36514798  0.4517716   0.4933627   0.48708346  0.45329037
  0.39853132  0.33334914  0.28636774  0.25769004]",6,[0.8538  0.2217  0.02677 1.     ],0.60156179,20240322_120625_alone_comp_subj_3-3_t6b6_merged.rec,76.0
29,10.461867,5.21347,"[ 0.09263844  0.10105237  0.10868707  0.11650752  0.12254631  0.1299283
  0.14130582  0.14640465  0.14591198  0.15751718  0.16762315  0.15805764
  0.16779782  0.19494358  0.17171414  0.17697647  0.31983897  0.33278638
 -0.11713355 -0.7466943  -1.         -0.86165637 -0.68120694 -0.5658182
 -0.43979263 -0.3189332  -0.23683022 -0.16352318 -0.08369058 -0.01066492
  0.0556992   0.11816873  0.16784784  0.1997069   0.21753407  0.2250835
  0.22414412  0.21674347  0.20467986  0.18948413]",7,[0.4796  0.01583 0.01055 1.     ],3.32988269,20240322_120625_alone_comp_subj_3-3_t6b6_merged.rec,89.0
30,4.9645486,6.125687,"[ 7.40841553e-02  7.99968690e-02  8.55126902e-02  9.15792584e-02
  9.64979604e-02  9.89358798e-02  1.03506170e-01  1.09947130e-01
  1.10674731e-01  1.11708947e-01  1.20440155e-01  1.19180426e-01
  1.08591393e-01  1.18925348e-01  1.24019802e-01  9.26861465e-02
  9.85592678e-02  9.98245627e-02 -1.78938836e-01 -7.20839739e-01
 -1.00000000e+00 -7.55750179e-01 -3.83738101e-01 -2.25380689e-01
 -1.66290656e-01 -7.81267509e-02 -1.89961921e-02  6.10839561e-05
  2.92999707e-02  6.01128228e-02  7.54751787e-02  9.32262763e-02
  1.16431244e-01  1.32626519e-01  1.42974973e-01  1.50222823e-01
  1.50663689e-01  1.45913586e-01  1.39753327e-01  1.31354317e-01]",1,[0.27698 0.46153 0.93309 1.     ],3.97560738,20240322_120625_alone_comp_subj_3-3_t6b6_merged.rec,101.0
31,6.7349997,6.0999446,"[ 0.09333743  0.09279266  0.09279364  0.09770241  0.10174845  0.10192207
  0.10531784  0.10963994  0.10888714  0.11412902  0.12365336  0.11788888
  0.11747719  0.14010862  0.13433325  0.11958636  0.19190675  0.19196956
 -0.18883608 -0.7727893  -1.         -0.768737   -0.4841812  -0.35268718
 -0.26179522 -0.16191351 -0.09749594 -0.05407296 -0.00689949  0.03040568
  0.05924391  0.09378982  0.12593865  0.14472528  0.15537903  0.16236456
  0.16274318  0.15845     0.15595813  0.1549776 ]",0,[0.18995 0.07176 0.23217 1.     ],0.58295028,20240322_120625_alone_comp_subj_3-3_t6b6_merged.rec,103.0
32,5.0253005,4.710931,"[ 0.0704754   0.07620163  0.08073216  0.08692057  0.09269889  0.09524688
  0.10062223  0.10801671  0.10697861  0.10806675  0.12108782  0.11862277
  0.10578416  0.12710899  0.13568443  0.08896253  0.11326137  0.17339182
 -0.09704007 -0.69683576 -1.         -0.7203101  -0.33060658 -0.20225608
 -0.18312502 -0.1182313  -0.06405646 -0.03729733  0.00250877  0.04005172
  0.05938135  0.08124826  0.10879258  0.12729211  0.1367023   0.14185937
  0.14106584  0.13533594  0.12853178  0.12120897]",1,[0.27698 0.46153 0.93309 1.     ],7.74406402,20240323_144517_alone_comp_subj_3-4_t6b6_merged.rec,1.0
33,7.110525,5.8156734,"[ 8.18110928e-02  8.84817764e-02  9.55154821e-02  1.02887325e-01
  1.08943306e-01  1.13306068e-01  1.19223230e-01  1.25887990e-01
  1.28340453e-01  1.31526455e-01  1.39885098e-01  1.40563339e-01
  1.35782778e-01  1.46002173e-01  1.48957789e-01  1.27015665e-01
  1.35900587e-01  1.12412877e-01 -1.91255376e-01 -7.31255174e-01
 -1.00000000e+00 -7.50048816e-01 -3.79014373e-01 -2.51999408e-01
 -2.54417777e-01 -2.14502752e-01 -1.70117304e-01 -1.44038320e-01
 -8.48299265e-02 -3.88509856e-04  6.97268322e-02  1.23930484e-01
  1.65211365e-01  1.86321169e-01  1.93529263e-01  1.95770875e-01
  1.91337883e-01  1.80701897e-01  1.69063359e-01  1.57219023e-01]",0,[0.18995 0.07176 0.23217 1.     ],7.24700288,20240323_144517_alone_comp_subj_3-4_t6b6_merged.rec,3.0
34,8.107309,3.2558506,"[ 0.0407887   0.0402586   0.03752289  0.03867891  0.03844706  0.03109312
  0.03118149  0.03598543  0.02101646  0.01195944  0.03240687  0.01804939
 -0.02008181  0.02263685  0.03571493 -0.07721015  0.0516388   0.52079105
  0.53328705 -0.28189346 -1.         -0.93736356 -0.5990281  -0.46962786
 -0.37733048 -0.20563947 -0.07131631  0.03304983  0.15433107  0.23905703
  0.26932392  0.28224504  0.27954772  0.25566843  0.2296119   0.20836164
  0.18546486  0.16319083  0.14286721  0.11887445]",3,[0.38127 0.98909 0.42386 1.     ],14.84126766,20240323_144517_alone_comp_subj_3-4_t6b6_merged.rec,4.0
35,8.359894,8.345125,"[ 0.08426507  0.08888541  0.09296121  0.09842221  0.10312293  0.10600828
  0.11094912  0.11473497  0.11315195  0.11749587  0.12644403  0.11931647
  0.11476089  0.13530275  0.12933612  0.09909368  0.14050506  0.13320418
 -0.21008296 -0.75566125 -1.         -0.83132    -0.59013194 -0.44604146
 -0.31181145 -0.17435478 -0.08313543 -0.01308031  0.06562924  0.13742265
  0.19195624  0.22918954  0.2432799   0.2380258   0.2256126   0.2101147
  0.19143248  0.17269991  0.15575096  0.13940175]",4,[0.82333 0.91253 0.20663 1.     ],1.43052092,20240323_144517_alone_comp_subj_3-4_t6b6_merged.rec,7.0
36,-1.7373644,6.1433167,"[ 1.18369935e-02  6.76230015e-03  8.72859149e-04 -4.62849438e-03
 -1.13955606e-02 -2.27083731e-02 -3.35746147e-02 -3.83938290e-02
 -4.65766937e-02 -6.15782328e-02 -6.65876642e-02 -7.00421631e-02
 -9.76863503e-02 -1.16679661e-01 -1.04954340e-01 -1.33107573e-01
 -1.81970790e-01 -1.53510571e-01 -2.45063320e-01 -6.82080865e-01
 -1.00000000e+00 -5.77025294e-01  2.38412201e-01  6.38989687e-01
  5.72458863e-01  4.70725566e-01  4.28251892e-01  3.52298796e-01
  2.95278937e-01  2.86200821e-01  2.62926847e-01  2.17804462e-01
  1.79391623e-01  1.40463740e-01  9.48555097e-02  5.51062711e-02
  2.48006210e-02  3.85605264e-04 -1.88455451e-02 -3.44450586e-02]",5,[0.99672 0.60977 0.17842 1.     ],0.71742698,20240323_144517_alone_comp_subj_3-4_t6b6_merged.rec,27.0
37,9.26353,9.091287,"[ 0.08676603  0.09176204  0.09623006  0.10104127  0.104481    0.10635438
  0.11029472  0.11357516  0.11251214  0.11510688  0.1191824   0.1104842
  0.10612628  0.12009855  0.1093525   0.07971254  0.10005357  0.05645959
 -0.2800517  -0.77764094 -1.         -0.83742285 -0.58381116 -0.42067778
 -0.29140764 -0.16953719 -0.09201261 -0.04045945  0.02073279  0.08557334
  0.14406115  0.19914445  0.24359646  0.2674097   0.2738888   0.27001125
  0.25801972  0.24013384  0.21918496  0.19635372]",4,[0.82333 0.91253 0.20663 1.     ],3.85918765,20240323_144517_alone_comp_subj_3-4_t6b6_merged.rec,32.0
38,9.749912,7.984549,"[ 0.08969202  0.09502704  0.1000813   0.10546537  0.10980678  0.11305502
  0.11808065  0.12188409  0.12121332  0.12444725  0.13068993  0.12536168
  0.12125351  0.13296553  0.12526815  0.10270447  0.12566     0.08232012
 -0.2560485  -0.76607287 -1.         -0.83049196 -0.5711544  -0.42933813
 -0.331648   -0.22455178 -0.14627707 -0.08920628 -0.02096892  0.04918862
  0.10860587  0.1635746   0.21209843  0.24564394  0.264679    0.27209374
  0.26835176  0.25640166  0.23992093  0.21988414]",6,[0.8538  0.2217  0.02677 1.     ],7.18840973,20240323_165815_alone_comp_subj_4-2_t5b5_merged.rec,0.0
