cluster_id	group
0	good
1	mua
3	mua
4	mua
5	good
9	mua
10	good
11	mua
13	noise
16	mua
17	good
19	good
20	good
22	mua
23	mua
24	mua
25	good
27	mua
28	mua
29	mua
30	mua
31	mua
32	noise
35	good
37	mua
38	noise
41	good
42	noise
52	good
53	mua
54	good
55	mua
61	good
62	good
67	mua
70	good
72	good
73	good
78	noise
79	mua
80	good
81	mua
84	good
85	noise
91	good
92	mua
