cluster_id	group
15	good
17	good
19	noise
32	good
35	mua
41	mua
42	noise
50	mua
109	mua
114	mua
115	good
140	mua
141	good
142	mua
147	mua
148	good
152	mua
154	mua
155	mua
157	mua
213	good
215	mua
216	mua
218	mua
224	mua
226	mua
227	good
232	mua
233	mua
234	mua
235	mua
236	mua
237	noise
243	good
250	good
251	mua
253	good
254	mua
