cluster_id	group
0	mua
1	mua
2	mua
3	good
4	good
5	good
6	good
8	mua
11	mua
13	mua
17	good
18	mua
23	mua
24	mua
25	mua
26	mua
27	mua
28	good
29	good
30	mua
31	noise
34	mua
37	mua
39	good
41	mua
42	mua
43	mua
44	noise
45	mua
48	good
49	noise
50	mua
51	mua
52	good
53	good
54	good
55	noise
59	good
60	good
61	mua
72	mua
74	good
75	mua
78	good
79	good
80	good
81	mua
