cluster_id	group
0	mua
1	good
2	mua
3	good
4	good
5	noise
6	good
7	good
8	good
10	good
11	mua
12	mua
13	mua
14	good
16	noise
17	mua
18	mua
20	good
21	mua
22	mua
24	mua
25	mua
26	mua
27	mua
29	good
31	mua
32	mua
33	mua
34	mua
35	mua
36	mua
37	mua
38	good
39	mua
40	good
41	mua
43	noise
44	mua
45	mua
48	good
49	noise
50	mua
51	mua
54	mua
55	good
56	mua
57	noise
58	good
59	noise
61	unsorted
64	good
65	noise
66	mua
67	mua
