cluster_id	group
0	good
1	mua
2	mua
8	mua
9	good
10	mua
11	good
13	mua
15	good
16	good
17	good
18	mua
19	noise
20	mua
21	mua
22	mua
27	good
32	mua
33	mua
34	mua
35	mua
36	mua
37	mua
39	good
40	mua
41	mua
42	noise
50	mua
52	good
53	good
60	good
61	noise
77	good
78	noise
82	noise
84	mua
85	good
86	mua
97	mua
98	mua
99	good
100	mua
105	good
106	mua
