cluster_id	group
0	noise
2	mua
3	mua
4	good
5	mua
8	good
9	mua
10	mua
12	good
22	mua
23	mua
24	good
25	good
32	good
37	good
38	mua
39	good
40	mua
49	good
50	good
61	mua
62	good
71	mua
72	mua
75	mua
76	mua
78	noise
80	good
81	good
88	good
89	mua
90	mua
